process_id,arrival_time,priority,burst_time
745,47,4,2
746,8,4,2
747,96,6,1
748,26,3,2
749,89,2,2
750,74,7,2
751,16,1,5
752,22,2,3
753,68,3,5
754,67,7,2
755,36,7,2
756,85,6,4
757,16,2,2
758,1,7,3
759,96,7,1
760,91,1,1
761,41,1,2
762,72,4,3
763,95,3,5
764,73,4,1
765,31,2,3
766,86,9,4
767,3,1,5
768,52,6,4
769,6,7,1
770,62,3,3
771,29,1,3
772,30,9,5
773,90,7,5
774,29,1,2
775,42,1,5
776,51,5,1
777,80,1,4
778,54,8,4
779,7,7,4
780,76,3,2
781,46,4,2
782,6,6,2
783,99,6,5
784,73,8,1
785,72,6,5
786,40,8,2
787,86,4,2
788,97,8,2
789,7,4,5
790,25,2,3
791,36,10,1
792,32,2,4
793,44,9,3
794,36,4,2
795,45,5,5
796,86,10,2
797,8,9,5
798,16,9,5
799,11,4,3
800,87,10,2
801,54,4,2
802,69,1,4
803,64,9,1
804,62,3,5
805,19,6,3
806,44,1,4
807,18,10,5
808,50,8,1
809,58,2,2
810,35,3,4
811,14,6,5
812,18,8,4
813,15,6,3
814,29,3,1
815,63,2,5
816,94,3,1
817,14,2,3
818,63,7,3
819,96,4,4
820,27,5,3
821,13,6,5
822,27,6,4
823,36,8,5
824,6,3,1
825,0,9,1
826,27,1,4
827,88,7,5
828,84,3,2
829,67,6,4
830,23,2,1
831,85,1,2
832,17,10,4
833,37,1,1
834,78,8,1
835,100,5,5
836,53,6,2
837,0,7,4
838,43,8,5
839,56,6,1
840,27,9,3
841,25,4,5
842,34,3,4
843,71,5,4
844,72,10,1
845,68,1,5
846,71,8,4
847,42,5,4
848,7,4,5
849,63,9,4
850,4,10,5
851,58,10,3
852,63,1,4
853,40,6,2
854,37,10,4
855,19,4,4
856,41,3,1
857,25,9,5
858,18,1,4
859,93,9,1
860,19,10,4
861,42,3,4
862,29,6,2
863,18,7,3
864,100,1,3
865,0,10,3
866,40,8,5
867,99,10,5
868,76,2,5
869,25,8,2
870,17,8,5
871,31,1,1
872,53,2,1
873,35,3,1
874,71,4,1
875,10,9,4
876,7,8,3
877,80,4,3
878,43,7,1
879,1,1,1
880,98,3,2
881,84,2,4
882,6,7,5
883,16,1,2
884,44,5,5
885,39,5,5
886,67,3,5
887,41,7,2
888,47,9,5
889,57,5,3
890,36,8,4
891,30,3,4
892,93,9,3
893,58,5,4
894,78,4,2
895,37,7,1
896,66,5,4
897,67,4,2
898,92,3,4
899,48,3,5
900,67,6,3
901,48,8,1
902,62,9,1
903,69,7,2
904,100,7,1
905,5,9,5
906,23,10,3
907,48,5,2
908,46,4,4
909,51,2,1
910,91,9,1
911,54,2,3
912,24,2,4
913,52,8,5
914,91,9,5
915,30,8,2
916,50,3,2
917,37,1,4
918,97,9,3
919,41,3,4
920,53,6,4
921,32,4,5
922,42,7,5
923,16,6,4
924,53,9,3
925,6,9,2
926,90,5,4
927,77,10,1
928,26,5,1
929,7,4,5
930,58,4,3
931,18,10,1
932,59,1,2
933,94,3,5
934,4,8,5
935,76,9,1
936,24,1,2
937,24,6,2
938,84,7,1
939,36,9,4
940,84,9,3
941,55,8,4
942,48,2,1
943,35,8,5
944,67,6,1
945,61,5,3
946,75,3,1
947,65,6,2
948,76,8,3
949,50,9,1
950,5,4,5
951,18,9,5
952,31,3,3
953,45,2,2
954,100,5,5
955,81,7,1
956,94,2,3
957,25,6,3
958,31,5,4
959,29,9,3
960,41,5,1
961,46,9,5
962,32,9,5
963,65,3,2
964,6,1,1
965,69,1,5
966,7,8,3
967,31,5,3
968,73,6,2
969,70,8,4
970,17,2,4
971,12,8,4
972,75,4,5
973,62,7,4
974,14,3,3
975,31,5,3
976,85,4,4
977,8,4,5
978,98,10,3
979,8,6,5
980,39,4,2
981,46,2,4
982,10,6,2
983,7,10,5
984,94,7,3
985,28,4,5
986,75,2,3
987,99,6,3
988,10,4,1
989,84,2,4
990,53,8,2
991,6,8,4
992,58,10,3
993,64,8,5
994,63,2,3
995,31,4,1
996,7,9,2
997,48,8,2
998,45,5,1
999,76,1,2
1000,72,1,2
1001,87,9,1
1002,50,9,4
1003,0,6,4
1004,97,7,4
1005,82,2,4
1006,40,9,3
1007,79,10,3
1008,16,9,4
1009,12,9,5
1010,61,4,1
1011,45,4,4
1012,90,1,3
1013,23,4,2
1014,51,7,1
1015,20,8,2
1016,66,1,3
1017,8,3,3
1018,85,6,2
1019,70,4,4
1020,24,5,5
1021,8,5,2
1022,13,6,5
1023,65,2,1
1024,16,5,2
1025,84,3,2
1026,10,8,3
1027,93,10,2
1028,74,8,3
1029,29,4,1
1030,78,1,1
1031,13,1,4
1032,30,9,5
1033,100,2,4
1034,52,3,1
1035,90,4,5
1036,63,9,2
1037,15,4,4
1038,67,7,1
1039,22,7,5
1040,89,9,4
1041,42,5,5
1042,9,9,2
1043,95,5,2
1044,58,6,5
1045,24,1,2
1046,90,7,1
1047,17,5,1
1048,41,2,2
1049,76,9,4
1050,8,5,2
1051,20,2,4
1052,17,8,5
1053,84,7,4
1054,50,9,4
1055,37,5,1
1056,4,9,5
1057,18,6,4
1058,30,4,4
1059,96,1,2
1060,22,1,2
1061,43,6,2
1062,88,4,3
1063,68,3,3
1064,27,7,5
1065,86,4,1
1066,25,6,5
1067,69,10,3
1068,3,2,1
1069,8,4,2
1070,96,7,1
1071,46,5,5
1072,55,7,3
1073,51,10,3
1074,44,3,4
1075,10,10,5
1076,71,5,3
1077,45,1,4
1078,22,7,2
1079,91,6,1
1080,30,8,1
1081,56,8,3
1082,46,4,4
1083,45,7,4
1084,33,4,5
1085,91,9,3
1086,42,3,2
1087,38,5,5
1088,94,2,4
1089,25,7,2
1090,34,1,2
1091,38,9,3
1092,4,2,4
1093,88,8,1
1094,60,3,1
1095,95,5,1
1096,97,5,1
1097,97,1,3
1098,52,3,3
1099,44,10,2
1100,71,5,1
1101,47,3,5
1102,6,8,4
1103,57,4,2
1104,87,7,5
1105,18,3,1
1106,99,4,5
1107,13,8,1
1108,20,4,3
1109,30,2,3
1110,12,6,4
1111,33,5,2
1112,60,7,3
1113,96,10,4
1114,78,9,3
1115,75,8,4
1116,60,3,3
1117,19,10,4
1118,73,1,4
1119,17,1,5
1120,69,2,4
1121,20,6,5
1122,22,2,1
1123,4,3,5
1124,49,4,5
1125,90,9,3
1126,70,2,2
1127,65,3,4
1128,93,8,2
1129,65,1,2
1130,65,2,4
1131,88,6,1
1132,82,6,2
1133,17,9,4
1134,70,6,5
1135,96,9,1
1136,59,2,5
1137,80,6,3
1138,89,6,5
1139,74,7,4
1140,100,10,1
1141,89,6,3
1142,15,9,2
1143,40,7,3
1144,33,10,1
1145,64,7,4
1146,44,7,2
1147,96,1,3
1148,97,8,3
1149,59,3,2
1150,95,4,4
1151,33,4,1
1152,34,6,4
1153,31,5,3
1154,33,2,2
1155,83,6,1
1156,96,6,2
1157,95,2,1
1158,24,4,1
1159,95,10,3
1160,65,8,3
1161,14,9,2
1162,4,1,4
1163,35,9,1
1164,39,10,4
1165,16,3,5
1166,86,9,4
1167,48,1,1
1168,42,5,2
1169,3,10,5
1170,65,3,2
1171,32,2,4
1172,78,8,4
1173,80,9,1
1174,3,9,4
1175,65,4,5
1176,23,4,5
1177,66,6,5
1178,71,9,2
1179,48,1,2
1180,13,2,2
1181,39,2,5
1182,56,7,4
1183,7,7,5
1184,30,5,2
1185,66,10,2
1186,65,5,3
1187,69,1,1
1188,29,2,1
1189,95,8,1
1190,98,1,2
1191,17,9,1
1192,79,7,5
1193,31,6,1
1194,68,6,2
1195,24,10,5
1196,77,4,3
1197,82,10,5
1198,73,6,4
1199,82,6,4
1200,56,8,3
1201,59,10,5
1202,60,7,4
1203,56,5,3
1204,22,10,3
1205,54,7,4
1206,47,10,5
1207,35,4,4
1208,42,2,1
1209,65,9,3
1210,53,8,3
1211,93,4,2
1212,8,6,4
1213,41,10,3
1214,37,5,3
1215,69,10,4
1216,93,5,1
1217,8,10,3
1218,5,10,3
1219,72,8,1
1220,35,1,5
1221,96,10,2
1222,85,6,5
1223,61,8,1
1224,78,7,3
1225,71,1,2
1226,25,1,3
1227,19,9,1
1228,87,1,2
1229,39,8,5
1230,89,6,1
1231,81,6,1
1232,81,2,4
1233,25,3,4
1234,42,6,4
1235,4,6,5
1236,100,3,4
1237,37,7,2
1238,2,7,2
1239,56,2,1
1240,21,8,3
1241,38,7,3
1242,0,3,1
1243,23,7,5
1244,42,5,4
1245,53,3,3
1246,28,5,4
1247,18,8,5
1248,82,4,5
1249,85,5,4
1250,90,3,2
1251,16,6,2
1252,50,9,5
1253,59,5,3
1254,10,6,4
1255,1,7,2
1256,79,4,3
1257,56,9,1
1258,70,6,5
1259,85,9,4
1260,1,3,5
1261,37,4,1
1262,55,9,2
1263,97,3,5
1264,6,3,3
1265,91,8,2
1266,47,7,2
1267,72,8,4
1268,51,4,3
1269,51,4,3
1270,35,10,1
1271,54,4,1
1272,65,10,2
1273,17,9,3
1274,80,5,2
1275,10,6,2
1276,64,8,4
1277,0,2,5
1278,32,4,1
1279,93,3,5
1280,1,8,5
1281,1,8,5
1282,100,8,2
1283,42,4,2
1284,21,2,3
1285,36,5,3
1286,69,10,1
1287,67,6,2
1288,65,5,1
1289,100,4,1
1290,60,7,3
1291,50,3,3
1292,80,1,1
1293,85,6,1
1294,33,9,3
1295,67,8,2
1296,7,1,5
1297,92,6,5
1298,72,6,4
1299,38,10,3
1300,70,1,4
1301,93,4,4
1302,71,6,1
1303,81,8,4
1304,77,4,4
1305,99,5,1
1306,16,7,1
1307,53,4,1
1308,49,4,1
1309,83,2,3
1310,97,8,2
1311,7,5,4
1312,34,4,4
1313,78,6,4
1314,37,6,3
1315,32,10,4
1316,29,3,5
1317,100,4,5
1318,71,9,3
1319,50,5,3
1320,79,2,4
1321,14,6,3
1322,84,10,2
1323,78,3,3
1324,25,7,1
1325,42,8,2
1326,37,2,1
1327,31,4,3
1328,94,6,5
1329,87,10,5
1330,67,2,2
1331,58,1,4
1332,54,1,2
1333,58,5,4
1334,55,1,1
1335,51,6,5
1336,84,10,4
1337,38,1,1
1338,11,6,1
1339,20,3,2
1340,75,9,2
1341,90,6,5
1342,21,8,3
1343,12,2,4
1344,25,4,3
1345,16,6,4
1346,78,5,4
1347,12,10,4
1348,74,10,4
1349,68,3,5
1350,72,4,4
1351,50,9,2
1352,98,3,5
1353,28,1,3
1354,6,3,1
1355,35,10,4
1356,35,6,2
1357,63,8,1
1358,42,6,3
1359,31,8,1
1360,19,8,1
1361,16,6,3
1362,92,1,2
1363,46,4,5
1364,97,6,2
1365,73,9,2
1366,52,3,1
1367,25,1,4
1368,46,7,2
1369,20,9,4
1370,67,5,2
1371,90,9,3
1372,8,2,5
1373,83,4,1
1374,97,5,5
1375,3,1,2
1376,57,4,1
1377,67,10,2
1378,74,10,3
1379,22,7,2
1380,70,7,4
1381,17,3,5
1382,33,5,5
1383,95,2,5
1384,28,9,3
1385,5,9,3
1386,41,3,4
1387,43,1,5
1388,99,8,3
1389,33,10,4
1390,5,1,4
1391,43,8,2
1392,27,6,5
1393,30,8,4
1394,11,2,5
1395,93,7,2
1396,49,2,4
1397,64,5,4
1398,76,10,2
1399,85,5,3
1400,14,3,3
1401,93,7,3
1402,25,5,2
1403,49,8,3
1404,7,7,1
1405,23,3,3
1406,81,9,2
1407,18,9,4
1408,57,3,2
1409,8,10,5
1410,31,9,5
1411,46,5,1
1412,48,9,1
1413,1,2,4
1414,57,7,3
1415,16,5,2
1416,22,4,3
1417,63,9,3
1418,20,5,3
1419,64,3,4
1420,30,2,1
1421,66,5,5
1422,45,1,3
1423,3,9,2
1424,15,4,1
1425,59,3,3
1426,76,4,5
1427,62,3,2
1428,77,9,5
1429,14,2,2
1430,41,6,4
1431,65,3,4
1432,12,10,3
1433,8,5,4
1434,100,5,4
1435,22,9,2
1436,40,1,1
1437,2,3,2
1438,5,7,1
1439,67,5,5
1440,6,3,5
1441,37,3,5
1442,79,10,3
1443,20,1,3
1444,46,4,4
1445,99,8,5
1446,65,10,5
1447,47,6,2
1448,38,3,4
1449,98,8,5
1450,84,7,3
1451,8,2,1
1452,14,7,4
1453,41,7,5
1454,28,1,4
1455,60,9,2
1456,45,1,2
1457,18,3,5
1458,14,6,3
1459,50,10,1
1460,52,6,1
1461,6,9,5
1462,6,1,3
1463,3,1,3
1464,18,5,3
1465,39,6,2
1466,87,5,2
1467,19,4,4
1468,55,4,3
1469,79,5,1
1470,49,4,4
1471,53,10,1
1472,14,10,2
1473,81,4,1
1474,70,7,3
1475,52,3,1
1476,62,10,3
1477,20,7,1
1478,9,7,5
1479,92,5,5
1480,8,5,3
1481,0,6,4
1482,84,3,2
1483,61,1,3
1484,10,1,5
1485,100,8,3
1486,69,10,5
1487,0,3,4
1488,60,5,3
1489,44,2,3
1490,39,1,5
1491,75,9,1
1492,10,3,2
1493,10,1,1
1494,24,4,2
1495,12,2,2
1496,21,9,5
1497,61,4,5
1498,30,1,4
1499,23,3,3
1500,75,9,3
1501,15,8,4
1502,53,10,4
1503,7,6,1
1504,35,5,4
1505,63,5,5
1506,40,2,2
1507,54,5,5
1508,35,4,2
1509,29,7,4
1510,53,5,2
1511,59,5,1
1512,49,10,4
1513,47,7,3
1514,75,2,4
1515,17,4,4
1516,30,2,5
1517,20,2,5
1518,60,1,5
1519,37,4,2
1520,62,8,4
1521,7,6,3
1522,77,3,1
1523,6,3,1
1524,11,6,3
1525,5,2,1
1526,79,10,4
1527,65,2,1
1528,71,10,3
1529,37,4,1
1530,89,6,4
1531,27,1,5
1532,76,10,3
1533,31,10,1
1534,32,1,5
1535,4,2,5
1536,56,2,1
1537,27,8,1
1538,94,3,2
1539,75,6,1
1540,92,9,1
1541,1,10,1
1542,55,2,5
1543,43,5,4
1544,35,9,2
1545,62,3,3
1546,97,3,2
1547,58,9,5
1548,6,8,5
1549,74,1,2
1550,7,1,4
1551,71,2,4
1552,4,10,1
1553,23,8,1
1554,42,8,4
1555,73,7,3
1556,21,8,1
1557,92,4,5
1558,77,10,3
1559,22,8,3
1560,60,8,5
1561,3,7,4
1562,91,8,4
1563,81,9,5
1564,54,8,2
1565,88,4,3
1566,18,2,4
1567,84,5,2
1568,55,4,1
1569,23,7,1
1570,54,7,1
1571,33,7,2
1572,2,3,5
1573,24,8,4
1574,18,1,3
1575,41,7,5
1576,79,8,1
1577,23,7,3
1578,19,8,1
1579,16,4,4
1580,75,9,5
1581,72,1,4
1582,21,4,2
1583,73,6,2
1584,4,4,4
1585,96,8,4
1586,11,5,1
1587,70,5,2
1588,26,7,1
1589,6,1,3
1590,17,9,3
1591,72,8,3
1592,42,1,3
1593,59,3,2
1594,93,10,4
1595,57,5,3
1596,65,2,1
1597,27,6,4
1598,55,7,5
1599,11,7,2
1600,45,6,2
1601,14,6,2
1602,35,10,2
1603,67,10,4
1604,92,5,3
1605,35,3,2
1606,3,7,5
1607,73,8,2
1608,37,4,5
1609,23,9,4
1610,96,7,3
1611,75,4,5
1612,95,7,3
1613,95,4,5
1614,83,4,4
1615,2,5,2
1616,40,2,2
1617,2,8,3
1618,46,10,3
1619,25,4,2
1620,66,4,2
1621,84,3,1
1622,74,10,4
1623,14,2,5
1624,34,8,3
1625,34,8,1
1626,34,8,2
1627,66,10,3
1628,88,9,5
1629,14,6,5
1630,68,5,2
1631,81,1,4
1632,23,8,2
1633,46,7,4
1634,65,4,5
1635,32,8,5
1636,24,5,3
1637,23,10,1
1638,21,6,2
1639,45,1,4
1640,59,3,4
1641,18,6,3
1642,93,2,5
1643,65,7,2
1644,5,6,4
1645,75,3,4
1646,23,8,4
1647,68,7,1
1648,40,8,3
1649,19,1,5
1650,8,1,2
1651,54,1,5
1652,18,1,5
1653,94,7,3
1654,13,6,2
1655,14,7,2
1656,20,1,2
1657,39,1,4
1658,74,3,1
1659,66,7,5
1660,75,7,3
1661,70,7,1
1662,19,3,2
