process_id,arrival_time,priority,burst_time
156,38,6,15
157,19,4,20
158,46,4,8
159,42,1,17
160,56,4,7
161,60,5,9
162,77,2,16
163,30,1,3
164,24,10,11
165,2,10,10
166,3,4,11
167,94,10,9
168,98,4,11
169,13,5,11
170,40,7,18
171,72,6,4
172,19,8,5
173,95,2,5
174,72,6,18
175,26,8,18
176,66,7,16
177,52,7,9
178,67,7,2
179,61,2,16
180,14,9,10
181,96,5,12
182,4,3,17
183,67,1,16
184,11,3,17
185,86,9,17
186,77,4,3
187,75,8,9
188,56,3,2
189,16,2,17
190,24,5,15
191,29,5,9
192,21,5,2
193,25,3,15
194,80,5,14
195,60,9,1
196,61,8,13
197,83,10,9
198,33,9,1
199,32,10,20
200,100,6,20
201,70,10,1
202,85,2,11
203,31,9,12
204,13,9,5
205,71,7,19
206,56,1,18
207,24,1,7
208,79,3,19
209,41,4,20
210,18,3,16
211,40,2,10
212,54,10,8
213,79,6,3
214,11,7,1
215,38,2,18
216,93,9,7
217,1,8,13
218,95,8,15
219,44,4,15
220,88,5,8
221,24,10,10
222,67,7,8
223,82,10,14
224,3,7,2
225,76,5,4
226,35,2,3
227,86,3,8
228,61,1,3
229,69,1,8
230,87,8,4
231,43,7,1
232,32,3,5
233,11,10,12
234,84,9,16
235,10,9,10
236,54,3,7
237,37,2,6
238,28,3,2
239,2,8,6
240,27,7,17
241,83,7,13
242,89,3,15
243,23,2,9
244,53,6,20
245,51,7,12
246,46,10,15
247,20,10,3
248,53,4,17
249,29,10,12
250,67,5,5
251,35,3,19
252,39,2,7
253,9,7,2
254,73,1,5
255,41,3,8
256,23,7,20
257,3,4,8
258,46,8,17
259,90,6,3
260,50,3,13
261,3,7,6
262,31,7,13
263,9,2,14
264,10,10,17
265,27,1,7
266,45,2,16
267,71,4,1
268,39,4,18
269,61,2,20
270,85,4,5
271,97,5,14
272,44,4,1
273,34,10,14
274,34,10,5
275,88,6,4
276,33,7,4
277,5,9,20
278,36,10,3
279,0,6,18
280,75,6,13
281,34,9,4
282,69,5,9
283,53,6,2
284,80,1,16
285,62,4,10
286,8,2,9
287,61,7,11
288,1,9,13
289,81,7,13
290,35,4,4
291,91,5,13
292,40,6,9
293,36,9,10
294,48,3,1
295,25,10,7
296,67,4,9
297,35,3,5
298,30,10,7
299,29,2,13
300,33,2,8
301,18,9,4
302,17,7,11
303,93,4,18
304,84,3,18
305,2,3,18
306,69,5,15
307,12,8,10
308,44,3,13
309,66,5,13
310,91,5,5
311,85,10,9
312,39,2,10
313,39,6,4
314,75,4,2
315,22,8,7
316,30,5,14
317,17,3,13
318,70,1,6
319,71,10,1
320,18,3,8
321,92,3,7
322,43,10,7
323,83,7,8
324,49,9,19
325,41,10,18
326,93,2,12
327,46,2,18
328,21,2,6
329,73,1,19
330,89,2,18
331,96,8,10
332,91,1,13
333,73,7,18
334,28,6,5
335,81,10,1
336,58,9,4
337,0,6,13
338,86,7,16
339,63,9,6
340,16,2,8
341,36,5,15
342,94,6,6
343,24,10,18
344,63,1,19
345,67,6,19
346,51,7,18
347,8,10,2
348,56,2,11
349,91,2,18
350,93,4,10
351,87,2,5
352,32,7,9
353,19,1,19
354,72,8,6
355,71,7,8
356,87,5,2
357,13,10,18
358,58,3,16
359,81,4,8
360,55,7,17
361,64,7,18
362,75,3,7
363,92,2,9
364,36,8,7
365,25,9,3
366,32,9,6
367,42,5,5
368,14,3,3
369,86,10,14
370,28,9,18
371,20,1,7
372,82,4,11
373,68,1,20
374,22,6,14
375,99,8,16
376,83,8,16
377,7,5,4
378,72,9,16
379,61,3,8
380,13,10,9
381,5,6,5
382,0,2,18
383,8,8,13
384,79,8,15
385,79,2,10
386,53,6,5
387,11,1,4
388,4,8,19
389,39,9,15
390,92,5,8
391,45,6,5
392,26,3,9
393,74,1,17
394,52,9,8
395,49,7,14
396,91,6,12
397,51,4,9
398,99,9,16
399,18,10,1
400,34,1,1
401,51,8,10
402,30,3,12
403,53,9,3
404,58,8,1
405,43,7,8
406,55,1,20
407,18,6,16
408,45,3,6
409,87,7,20
410,65,9,11
411,70,5,14
412,53,1,13
413,48,4,4
414,94,5,2
415,59,2,3
416,80,9,7
417,26,3,18
418,35,9,14
419,58,10,10
420,49,9,10
421,73,8,6
422,44,10,15
423,13,4,16
424,70,7,8
425,38,4,5
426,39,8,4
427,8,8,8
428,13,3,10
429,7,8,10
430,80,9,8
431,22,5,12
432,79,4,7
433,89,1,14
434,8,3,3
435,99,6,8
436,6,5,4
437,81,3,13
438,71,8,1
439,84,4,6
440,89,8,1
441,66,4,4
442,60,2,11
443,16,5,18
444,56,6,17
445,23,4,9
446,24,3,19
447,4,2,16
448,100,4,11
449,49,5,20
450,87,5,6
451,30,7,14
452,54,10,4
453,25,10,5
454,20,4,4
455,97,8,4
456,57,5,8
457,23,1,11
458,27,1,9
459,29,1,9
460,33,1,18
461,53,5,18
462,51,6,6
463,86,6,17
464,7,10,4
465,9,3,19
466,54,1,4
467,0,8,17
468,83,2,1
469,36,10,16
470,81,10,3
471,20,1,12
472,3,8,19
473,42,7,1
474,65,8,14
475,20,10,9
476,36,1,2
477,68,10,16
478,80,5,7
479,47,9,7
480,10,6,13
481,94,3,19
482,91,6,19
483,43,5,18
484,63,2,20
485,31,1,6
486,20,3,15
487,70,6,3
488,9,5,2
489,60,3,7
490,91,8,19
491,35,4,10
492,83,6,6
493,76,7,18
494,18,5,5
495,74,10,20
496,98,9,20
497,97,1,2
498,43,1,5
499,3,3,20
500,12,7,20
501,100,2,8
502,58,6,5
503,1,10,20
504,0,6,16
505,39,3,3
506,24,4,13
507,58,4,6
508,36,4,4
509,99,9,10
510,69,6,18
511,6,10,20
512,3,6,18
513,98,2,12
514,40,9,3
515,60,8,12
516,33,8,12
517,28,2,2
518,68,10,18
519,26,1,2
520,96,10,2
521,51,5,8
522,73,7,1
523,53,1,13
524,69,4,18
525,33,4,8
526,7,5,13
527,94,2,7
528,72,1,3
529,84,5,10
530,7,7,19
531,67,9,13
532,85,3,19
533,91,2,8
534,67,3,18
535,84,2,15
536,71,1,7
537,83,2,7
538,95,7,3
539,0,5,18
540,5,5,14
541,91,6,20
542,30,10,17
543,73,4,9
544,83,7,10
545,7,1,8
546,21,3,19
547,92,1,20
548,8,8,2
549,43,8,20
550,46,2,12
551,0,5,4
552,51,10,3
553,38,9,1
554,89,1,15
555,74,4,1
556,98,5,9
557,87,7,5
558,96,2,20
559,83,4,19
560,26,4,6
561,78,3,8
562,32,5,3
563,70,5,20
564,97,5,2
565,44,10,14
566,59,6,11
567,57,9,18
568,50,4,7
569,45,7,1
570,4,6,8
571,57,4,6
572,93,4,11
573,91,8,10
574,17,1,2
575,35,10,1
576,66,8,4
577,20,5,9
578,45,1,13
579,57,6,4
580,79,4,3
581,36,7,18
582,62,8,2
583,4,1,9
584,77,4,7
585,30,3,2
586,87,1,12
587,98,8,17
588,35,1,14
589,73,8,14
590,90,3,15
591,55,1,17
592,26,3,4
593,22,7,14
594,76,1,7
595,79,9,19
596,98,4,2
597,90,4,9
598,51,7,15
599,46,7,19
600,80,7,10
601,61,5,8
602,60,3,13
603,47,6,10
604,0,5,17
605,10,3,2
606,75,1,18
607,13,10,2
608,71,2,19
609,94,6,16
610,6,10,15
611,45,6,8
612,30,9,7
613,15,5,18
614,41,10,9
615,38,1,16
616,53,7,2
617,43,2,8
618,82,2,9
619,7,4,9
620,92,1,1
621,65,4,10
622,41,2,3
623,66,4,1
624,92,2,11
625,78,5,9
626,91,8,14
627,100,7,4
628,31,5,6
629,93,6,13
630,50,7,1
631,46,1,4
632,93,5,12
633,33,10,1
634,12,4,9
635,96,8,15
636,80,1,4
637,66,1,1
638,72,9,10
639,10,4,7
640,90,7,4
641,27,6,4
642,56,8,16
643,65,4,1
644,64,3,7
645,69,9,13
646,88,2,19
647,34,4,6
648,79,9,2
649,3,4,18
650,60,6,16
651,37,2,9
652,43,3,10
653,83,7,14
654,88,4,17
655,70,3,10
656,20,6,5
657,6,4,8
658,28,6,6
659,6,2,8
660,66,10,4
661,92,2,2
662,92,6,10
663,69,10,2
664,73,9,9
665,100,10,17
666,54,4,7
667,77,3,15
668,21,3,13
669,31,5,7
670,81,8,1
671,35,9,11
672,8,9,13
673,25,6,14
674,21,6,2
675,45,4,1
676,86,8,10
677,16,7,5
678,25,1,4
679,37,9,10
680,1,6,9
681,5,6,20
682,70,4,14
683,12,9,8
684,90,10,20
685,74,10,13
686,54,8,3
687,78,5,5
688,62,8,14
689,72,2,14
690,71,4,8
691,45,6,10
692,5,9,8
693,47,10,16
694,59,6,12
695,42,9,10
696,67,8,2
697,10,4,12
698,57,6,17
699,91,10,12
700,89,7,2
701,3,6,9
702,78,4,2
703,82,3,13
704,69,4,18
705,58,10,9
706,4,2,1
707,17,7,3
708,69,10,7
709,63,4,6
710,94,8,11
711,24,8,17
712,3,6,10
713,69,3,12
714,40,2,8
715,36,8,2
716,58,6,14
717,49,1,13
718,55,4,6
719,24,8,6
720,33,2,17
721,18,1,12
722,97,9,9
723,78,2,6
724,7,8,16
725,53,8,17
726,46,7,8
727,33,1,9
728,81,6,7
729,29,6,12
730,12,7,17
731,46,6,1
732,32,4,10
733,34,4,16
734,87,9,13
735,25,4,5
736,46,10,18
737,52,4,4
738,64,4,7
739,76,7,10
740,73,5,17
741,18,3,5
742,4,6,15
743,7,2,14
744,3,9,2
745,48,10,18
746,76,9,16
747,37,6,2
748,48,9,16
749,82,4,11
750,51,1,18
751,49,7,4
752,71,4,20
753,90,2,15
754,49,8,5
755,29,9,14
756,3,4,13
757,74,8,16
758,84,7,2
759,65,8,5
760,20,10,20
761,80,7,6
762,42,10,1
763,28,7,18
764,26,8,18
765,87,9,18
766,52,6,8
767,48,7,9
768,66,4,19
769,9,8,6
770,2,3,3
771,89,8,4
772,100,9,1
773,90,3,4
774,68,4,2
775,10,2,15
776,12,9,13
777,97,2,7
778,37,1,5
779,39,1,7
780,32,6,18
781,33,2,2
782,26,6,17
783,99,1,3
784,89,4,15
785,50,9,11
786,88,1,18
787,82,9,6
788,20,10,9
789,94,5,9
790,28,7,2
791,72,10,6
792,18,1,1
793,25,2,1
794,24,8,12
795,39,3,20
796,28,7,7
797,24,4,15
798,18,5,6
799,67,5,17
800,44,6,19
801,83,1,6
802,45,1,4
803,54,9,11
804,0,7,11
805,10,7,10
806,67,5,8
807,6,9,1
808,91,10,1
809,99,1,15
810,57,8,3
811,70,6,6
812,19,7,4
813,34,4,4
814,50,10,14
815,20,1,19
816,43,5,18
817,0,3,3
818,100,2,3
819,66,8,20
820,97,2,19
821,12,1,5
822,15,3,12
823,33,8,4
824,23,9,18
825,12,9,3
826,5,1,20
827,38,7,9
828,1,6,10
829,10,5,15
830,6,8,4
831,6,5,13
832,38,1,18
833,75,7,11
834,85,5,18
835,50,7,1
836,51,5,18
837,2,1,12
838,76,3,9
839,29,9,3
840,9,8,17
841,72,9,5
842,5,7,10
843,53,5,11
844,65,5,16
845,43,10,18
846,79,9,8
847,62,5,14
848,76,6,4
849,47,4,18
850,76,5,4
851,21,3,14
852,18,3,20
853,89,8,19
854,13,10,13
855,94,6,15
856,92,3,11
857,85,2,14
858,6,5,14
859,100,5,14
860,48,2,20
861,40,9,2
862,26,10,4
863,30,3,13
864,5,6,9
865,15,9,20
866,63,3,11
867,37,10,7
868,59,5,12
869,95,10,14
870,96,7,8
871,80,2,14
872,32,3,19
873,62,7,19
874,10,3,16
875,12,1,15
876,93,1,2
877,64,7,14
878,29,10,20
879,90,7,19
880,22,3,8
881,19,4,17
882,5,3,14
883,36,1,12
884,83,10,13
885,100,7,7
886,5,2,18
887,92,5,1
888,76,5,10
889,26,3,6
890,83,6,7
891,12,3,2
892,7,4,20
893,52,3,9
894,80,4,8
895,29,9,12
896,0,3,18
897,87,5,9
898,79,8,1
899,74,4,12
900,3,4,5
901,61,4,4
902,67,7,14
903,16,3,9
904,73,6,7
905,84,9,11
906,56,8,10
907,62,4,10
908,56,4,5
909,48,8,8
910,17,3,17
911,57,3,19
912,9,1,15
913,62,8,15
914,79,1,15
915,78,10,4
916,33,6,17
917,4,5,4
918,16,9,11
919,100,7,1
920,71,5,10
921,62,2,15
922,23,7,2
923,91,6,19
924,7,9,2
925,22,8,20
926,98,5,13
927,30,3,3
928,80,3,11
929,27,10,20
930,47,1,10
931,11,2,18
932,87,5,15
933,78,10,14
934,30,5,2
935,90,4,11
936,34,1,4
937,54,6,18
938,81,9,1
939,35,9,14
940,71,8,18
941,59,3,8
942,37,6,1
943,68,2,15
944,53,6,12
945,13,3,10
946,19,2,10
947,8,3,2
948,96,10,10
949,81,7,16
950,69,8,9
951,100,5,9
952,1,7,18
953,29,2,5
954,5,6,18
955,80,8,2
956,40,6,17
957,22,5,9
958,30,9,5
959,19,3,12
960,4,10,13
961,20,7,16
962,74,2,14
963,67,9,6
964,86,8,17
965,60,10,19
966,93,2,12
967,41,2,15
968,40,2,3
969,60,10,2
970,81,8,10
971,51,10,2
972,40,9,9
973,59,10,20
974,94,4,4
975,29,6,13
976,97,2,5
977,94,2,13
978,37,1,11
979,88,8,19
980,16,7,5
981,99,3,2
982,39,7,6
983,29,5,13
984,65,2,18
985,23,1,9
986,72,5,13
987,0,5,17
988,87,8,1
989,37,1,4
990,63,1,18
991,26,8,18
992,89,10,12
993,89,1,19
994,6,7,4
995,88,10,14
996,79,5,12
997,41,7,3
998,17,8,20
999,80,7,2
1000,43,7,10
1001,69,7,10
1002,19,1,20
1003,22,8,5
1004,11,6,17
1005,11,3,2
1006,33,3,12
1007,7,5,14
1008,26,1,9
1009,48,5,12
1010,71,8,15
1011,54,4,2
1012,96,9,16
1013,100,7,15
1014,82,7,15
1015,87,6,12
1016,21,3,3
1017,2,7,5
1018,8,7,15
1019,10,6,10
1020,5,1,2
1021,38,3,4
1022,38,2,18
1023,100,7,2
1024,65,2,17
1025,59,5,3
1026,36,3,2
1027,5,2,16
1028,5,6,17
1029,38,3,11
1030,35,2,7
1031,88,6,6
1032,49,3,11
1033,79,7,7
1034,84,7,10
1035,9,3,7
1036,4,1,6
1037,49,5,9
1038,24,6,18
1039,94,8,4
1040,2,4,16
1041,83,7,7
1042,3,6,15
1043,77,6,7
1044,11,10,11
1045,13,3,8
1046,100,1,17
1047,81,6,20
1048,26,2,3
1049,70,4,20
1050,47,1,8
1051,98,8,13
1052,21,2,20
1053,20,10,20
1054,42,4,20
1055,57,7,16
1056,17,6,16
1057,89,7,20
1058,85,10,9
1059,55,7,14
1060,100,2,7
1061,68,6,7
1062,98,5,3
1063,11,8,11
1064,98,7,20
1065,97,4,5
1066,19,3,7
1067,11,4,6
1068,97,7,15
1069,25,6,19
1070,97,8,2
1071,95,8,13
1072,45,7,13
1073,6,7,15
1074,89,6,19
1075,88,9,5
1076,38,6,10
1077,51,4,18
1078,16,8,16
1079,23,3,5
1080,90,8,13
1081,3,3,7
1082,90,10,3
1083,46,6,20
1084,29,1,11
1085,2,3,20
1086,5,9,10
1087,71,2,5
1088,15,9,10
1089,78,3,12
1090,35,9,8
1091,52,7,6
1092,7,9,14
1093,51,4,3
1094,51,7,15
1095,29,5,1
1096,55,1,1
1097,11,7,13
1098,67,7,20
1099,77,4,11
1100,55,5,11
1101,88,9,10
1102,68,7,20
1103,86,1,18
1104,57,1,20
1105,93,4,14
1106,11,6,19
1107,78,8,17
1108,82,1,19
1109,89,10,2
1110,3,10,16
1111,37,9,1
1112,7,1,15
1113,29,2,10
1114,78,10,7
1115,11,5,20
1116,73,1,16
1117,11,3,4
1118,16,5,7
1119,60,9,16
1120,63,3,20
1121,59,3,11
1122,1,8,14
1123,18,7,10
1124,53,4,5
1125,28,3,17
1126,64,7,16
1127,85,6,15
1128,88,5,9
1129,73,4,1
1130,8,4,14
1131,82,10,18
1132,11,8,15
1133,92,5,5
1134,51,5,1
1135,81,6,13
1136,55,10,13
1137,15,5,10
1138,3,2,11
1139,88,2,14
1140,85,8,19
1141,28,10,19
1142,58,1,18
1143,85,1,6
1144,78,6,6
1145,65,8,20
1146,76,1,16
1147,11,6,14
1148,25,3,11
1149,11,1,1
1150,90,10,9
1151,34,8,7
1152,1,6,6
1153,16,1,16
1154,1,4,15
1155,16,6,2
1156,33,4,17
1157,33,3,17
1158,44,3,16
1159,40,1,3
1160,72,9,6
1161,77,4,9
1162,83,10,17
1163,32,10,7
1164,23,10,20
1165,68,7,8
1166,31,5,6
1167,22,10,1
1168,64,4,20
1169,31,5,15
1170,79,2,7
1171,83,1,9
1172,15,10,3
1173,51,2,18
1174,12,2,16
1175,45,8,11
1176,10,3,19
1177,80,8,9
1178,70,1,20
1179,21,2,11
1180,94,9,7
1181,67,1,15
1182,80,4,16
1183,64,6,18
1184,1,2,10
1185,50,3,13
1186,96,2,4
1187,82,5,17
1188,82,8,13
1189,57,10,16
1190,22,9,4
1191,15,5,10
1192,15,5,7
1193,28,7,1
1194,71,6,16
1195,27,2,13
1196,88,1,10
1197,57,2,15
1198,58,1,6
1199,88,4,18
1200,76,6,10
1201,13,6,4
1202,18,7,17
1203,78,10,20
1204,78,3,19
1205,20,10,12
1206,71,6,18
1207,55,8,18
1208,44,6,2
1209,91,10,8
1210,44,9,9
1211,15,2,15
1212,87,6,15
1213,75,9,19
1214,77,10,16
1215,29,2,4
1216,95,5,13
1217,82,1,9
1218,4,3,8
1219,28,1,2
1220,65,10,7
1221,49,8,10
1222,49,10,12
1223,87,4,17
1224,57,9,4
1225,80,8,12
1226,41,8,18
1227,90,9,16
1228,66,2,18
1229,47,10,18
1230,17,9,19
1231,20,10,16
1232,38,1,19
1233,64,8,14
1234,6,8,5
1235,22,7,19
1236,79,6,11
1237,74,9,11
1238,34,6,12
1239,40,5,10
1240,38,1,8
1241,21,10,1
1242,34,2,8
1243,32,9,18
1244,42,1,11
1245,44,4,7
1246,99,8,17
1247,41,4,5
1248,27,8,6
1249,48,6,13
1250,10,4,17
1251,68,9,1
1252,17,4,15
1253,3,2,13
1254,94,4,2
1255,87,4,16
1256,29,1,13
1257,30,8,1
1258,75,3,6
1259,66,1,13
1260,93,7,9
1261,60,7,18
1262,7,8,12
1263,51,8,2
1264,73,2,9
1265,87,3,1
1266,64,9,13
1267,17,6,19
1268,40,2,16
1269,21,8,12
1270,94,4,17
1271,26,2,14
1272,15,7,10
1273,17,9,8
1274,10,3,20
1275,17,8,7
1276,3,9,2
1277,73,10,12
1278,29,7,9
1279,67,10,5
1280,71,9,16
1281,80,6,20
1282,98,1,2
1283,4,1,11
1284,61,10,8
1285,90,5,4
1286,100,7,15
1287,6,1,16
1288,32,10,5
1289,81,5,12
1290,37,3,5
1291,27,3,1
1292,51,5,8
1293,78,8,11
1294,59,2,20
1295,86,10,2
1296,95,7,19
1297,8,5,1
1298,56,7,15
1299,29,9,14
1300,28,7,6
1301,95,10,3
1302,34,3,13
1303,58,8,3
1304,81,5,19
1305,92,1,2
1306,16,2,15
1307,72,7,18
1308,59,5,10
1309,7,1,13
1310,12,1,8
1311,32,3,4
1312,84,8,16
1313,75,7,2
1314,93,7,8
1315,40,8,12
1316,0,8,8
1317,84,1,11
1318,92,10,9
1319,77,5,15
1320,37,2,20
1321,47,5,10
1322,61,10,17
1323,50,6,10
1324,68,10,14
1325,76,1,6
1326,57,7,6
1327,4,5,14
1328,36,5,10
1329,80,2,3
1330,82,8,16
1331,37,1,1
1332,94,2,5
1333,35,3,9
1334,48,9,7
1335,0,8,2
1336,49,10,8
1337,57,9,11
1338,9,1,13
1339,50,1,14
1340,97,1,9
1341,48,3,13
1342,12,7,17
1343,70,9,4
1344,36,4,6
1345,99,8,11
1346,36,4,9
1347,30,4,6
1348,19,6,1
1349,38,6,2
1350,44,5,3
1351,35,9,10
1352,14,10,15
1353,29,3,8
1354,51,9,12
1355,60,6,6
1356,81,8,3
1357,67,6,3
1358,29,5,5
1359,27,5,15
1360,3,8,1
1361,33,9,11
1362,51,9,6
1363,27,6,18
1364,100,7,9
1365,56,7,9
1366,21,4,14
1367,39,7,14
1368,74,1,17
1369,29,6,2
1370,29,7,7
1371,61,10,15
1372,58,6,12
1373,24,5,13
1374,16,4,9
1375,64,1,2
1376,100,6,11
1377,98,2,17
1378,13,6,11
1379,1,2,6
1380,2,2,12
1381,66,9,20
1382,19,8,5
1383,76,10,7
1384,30,4,13
1385,39,6,15
1386,85,3,4
1387,77,7,8
1388,49,4,11
1389,26,9,12
1390,12,5,9
1391,64,9,8
1392,1,1,9
1393,36,9,3
1394,10,5,4
1395,32,1,5
1396,28,6,5
1397,58,6,18
1398,66,3,19
1399,92,5,14
1400,65,9,16
1401,77,9,12
1402,83,5,12
1403,47,2,19
1404,81,9,1
1405,36,9,10
1406,71,9,18
1407,53,4,18
1408,70,4,2
1409,9,3,9
1410,15,10,4
1411,18,6,4
1412,29,8,3
1413,53,6,4
1414,60,9,20
1415,42,8,1
1416,82,10,10
1417,2,1,14
1418,29,3,14
1419,17,8,5
1420,35,4,11
1421,19,6,17
1422,16,2,20
1423,23,6,17
1424,12,2,4
1425,99,2,1
1426,56,3,13
1427,66,5,9
1428,20,4,18
1429,3,2,16
1430,81,10,1
1431,44,2,15
1432,38,3,7
1433,42,9,16
1434,74,2,19
1435,37,8,4
1436,40,9,20
1437,27,3,12
1438,4,10,1
1439,51,7,5
1440,22,6,5
1441,37,2,10
1442,35,10,3
1443,30,7,3
1444,7,10,9
1445,88,3,4
1446,88,6,11
1447,15,7,5
1448,10,2,4
1449,19,6,5
1450,77,9,3
1451,56,5,13
1452,18,7,2
1453,71,6,16
1454,60,7,17
1455,24,1,13
1456,32,3,4
1457,39,6,4
1458,100,7,10
1459,16,3,16
1460,52,10,5
1461,90,2,12
1462,80,5,9
1463,46,9,10
1464,96,9,10
1465,94,4,14
1466,84,8,5
1467,23,3,16
1468,15,10,2
1469,44,2,17
1470,83,2,7
1471,55,2,2
1472,98,7,2
1473,27,4,14
1474,45,7,10
1475,98,6,6
1476,81,5,11
1477,87,3,2
1478,27,8,6
1479,77,9,15
1480,48,9,10
1481,87,1,4
1482,94,8,18
1483,5,9,11
1484,97,9,16
1485,98,8,17
1486,28,5,7
1487,65,7,7
1488,68,10,4
1489,85,7,12
1490,72,9,17
1491,33,4,7
1492,99,8,5
1493,48,9,8
1494,99,5,15
1495,89,3,6
1496,69,4,5
1497,65,1,9
1498,99,5,4
1499,71,9,8
1500,1,1,4
1501,1,5,12
1502,71,3,18
1503,25,7,9
1504,100,3,5
1505,77,3,5
1506,50,3,18
1507,27,8,2
1508,96,10,9
1509,43,7,14
1510,19,10,9
1511,98,7,20
1512,45,1,19
1513,100,3,4
1514,80,2,13
1515,43,5,1
1516,67,7,1
1517,8,4,6
1518,83,9,9
1519,46,8,8
1520,64,6,6
1521,20,10,16
1522,96,1,14
1523,98,3,11
1524,5,2,12
1525,85,1,1
1526,24,6,2
1527,2,10,3
1528,71,8,1
1529,75,4,15
1530,28,5,3
1531,95,5,17
1532,65,8,7
1533,80,2,11
1534,82,8,15
1535,14,8,4
1536,21,9,4
1537,69,10,11
1538,33,6,17
1539,2,7,20
1540,27,2,7
1541,19,1,11
1542,15,1,14
1543,71,1,14
1544,29,3,6
1545,35,4,17
1546,97,2,2
1547,48,7,8
1548,49,5,3
1549,80,1,11
1550,56,9,1
1551,63,9,2
1552,88,7,18
1553,58,5,17
1554,5,6,18
1555,51,6,1
1556,61,8,18
1557,83,8,1
1558,17,10,6
1559,45,4,14
1560,96,6,16
1561,62,6,9
1562,22,5,17
1563,97,10,10
1564,9,1,2
1565,5,10,6
1566,76,6,1
1567,61,7,17
1568,42,8,18
1569,16,1,6
1570,59,9,12
1571,17,1,5
1572,68,8,10
1573,60,9,12
1574,25,9,16
1575,14,10,2
1576,61,5,19
1577,53,1,6
1578,81,4,7
1579,29,7,14
1580,70,9,13
1581,28,4,3
1582,74,5,1
1583,5,5,20
1584,100,5,4
1585,100,2,20
1586,84,4,2
1587,55,9,14
1588,50,9,4
1589,86,4,13
1590,53,3,20
1591,10,2,20
1592,43,5,18
1593,59,8,18
1594,30,7,17
1595,59,9,16
1596,14,1,16
1597,48,2,9
1598,56,2,11
1599,65,4,9
1600,7,8,18
1601,69,9,13
1602,15,5,16
1603,52,7,20
1604,32,3,5
1605,87,7,10
1606,78,10,15
1607,34,1,4
1608,29,1,10
1609,51,3,10
1610,89,10,17
1611,53,10,8
1612,4,1,14
1613,64,6,2
1614,26,1,17
1615,84,5,9
1616,5,8,2
1617,88,8,16
1618,17,2,12
1619,68,9,14
1620,56,7,20
1621,32,6,13
1622,81,2,10
1623,72,6,10
1624,73,5,17
1625,100,3,4
1626,31,7,6
1627,94,2,6
1628,73,2,2
1629,48,8,4
1630,99,10,6
1631,32,6,18
1632,14,5,1
1633,61,2,15
1634,87,6,13
1635,32,8,4
1636,56,9,12
1637,28,3,14
1638,43,5,5
1639,97,10,11
1640,50,8,6
1641,46,3,10
1642,72,9,4
1643,37,3,13
1644,2,2,13
1645,17,9,18
1646,15,8,10
1647,67,2,19
1648,85,4,11
1649,93,6,1
1650,22,9,13
1651,82,2,18
1652,7,4,10
1653,55,10,6
1654,49,2,3
1655,26,3,2
1656,4,8,4
1657,89,6,20
1658,26,9,8
1659,60,6,6
1660,83,4,12
1661,78,3,19
1662,18,6,3
