process_id,arrival_time,priority,burst_time
142,0,1,11
143,0,6,10
144,0,1,8
145,0,7,12
146,0,10,9
147,0,6,11
148,1,3,9
149,0,10,12
150,0,2,11
151,0,4,8
152,1,5,9
153,0,2,9
154,0,6,9
155,0,9,8
156,1,5,10
157,0,10,12
158,0,2,10
159,1,9,9
160,1,7,9
161,0,1,8
162,0,2,9
163,0,10,10
164,1,6,12
165,0,10,12
166,0,8,12
167,0,6,10
168,0,7,8
169,0,9,10
170,0,10,9
171,0,2,8
172,1,4,8
173,0,8,8
174,0,4,12
175,0,9,8
176,1,5,8
177,0,6,12
178,0,9,10
179,0,10,10
180,0,5,8
181,0,5,10
182,0,3,11
183,1,1,10
184,0,7,10
185,0,10,12
186,1,5,12
187,0,9,11
188,0,3,11
189,0,1,8
190,1,8,10
191,0,7,8
192,0,5,8
193,1,3,8
194,1,7,12
195,1,3,9
196,1,10,12
197,0,2,12
198,0,2,9
199,0,1,10
200,1,8,11
201,1,6,9
202,0,6,10
203,1,6,8
204,0,4,12
205,0,2,12
206,0,8,10
207,0,5,11
208,0,5,11
209,1,8,11
210,1,10,9
211,0,10,12
212,1,5,12
213,0,3,10
214,0,8,11
215,0,6,10
216,0,7,9
217,0,5,11
218,1,6,11
219,1,4,9
220,0,8,12
221,0,7,11
222,0,4,12
223,0,6,12
224,1,9,10
225,0,1,9
226,1,6,11
227,0,4,12
228,1,5,12
229,1,6,8
230,1,1,12
231,0,4,8
232,0,9,9
233,1,4,10
234,0,7,10
235,0,9,8
236,0,8,12
237,0,5,11
238,0,3,9
239,0,8,12
240,1,1,10
241,0,8,8
242,1,1,9
243,0,3,11
244,0,6,9
245,1,6,10
246,0,9,9
247,0,2,8
248,0,3,9
249,0,10,11
250,1,4,9
251,0,4,10
252,1,9,11
253,0,5,11
254,1,5,11
255,0,6,9
256,1,4,10
257,0,1,12
258,0,3,11
259,0,10,11
260,0,7,9
261,1,8,10
262,1,7,12
263,1,5,8
264,0,9,9
265,1,1,8
266,0,8,10
267,0,3,8
268,0,6,9
269,0,6,10
270,0,3,12
271,0,9,11
272,0,5,9
273,0,4,12
274,0,4,9
275,1,8,12
276,0,2,8
277,0,3,8
278,0,8,9
279,0,8,12
280,1,8,10
281,1,1,10
282,1,10,8
283,0,1,8
284,0,2,9
285,0,6,10
286,1,4,11
287,0,6,12
288,1,1,12
289,0,3,11
290,1,8,8
291,0,2,9
292,1,8,12
293,0,5,11
294,0,2,12
295,0,10,12
296,0,6,8
297,0,6,12
298,0,5,12
299,1,5,8
300,0,6,10
301,1,4,11
302,1,2,12
303,0,5,11
304,0,8,9
305,0,2,8
306,0,1,12
307,0,6,8
308,0,10,8
309,0,10,10
310,0,9,12
311,1,1,11
312,1,10,10
313,0,5,12
314,0,9,12
315,0,4,8
316,0,7,8
317,1,2,11
318,0,2,11
319,0,9,11
320,1,7,11
321,0,4,10
322,0,6,12
323,0,6,9
324,0,1,12
325,0,4,12
326,0,7,10
327,0,9,11
328,0,6,12
329,0,7,11
330,0,5,10
331,0,4,10
332,1,7,12
333,0,8,9
334,0,2,12
335,1,2,8
336,0,10,8
337,0,10,8
338,1,3,8
339,1,5,8
340,0,10,9
341,1,1,11
342,1,6,11
343,1,10,12
344,1,2,9
345,0,8,9
346,0,8,12
347,1,4,8
348,0,8,10
349,1,3,10
350,0,6,11
351,1,4,8
352,1,10,9
353,0,3,12
354,0,9,9
355,0,10,8
356,0,6,10
357,1,6,8
358,0,8,12
359,1,3,10
360,1,2,10
361,0,6,11
362,0,6,11
363,1,10,9
364,0,6,10
365,1,9,9
366,0,7,12
367,1,3,12
368,0,1,10
369,0,9,9
370,0,4,11
371,0,1,10
372,0,5,8
373,0,2,8
374,1,1,11
375,0,9,9
376,0,6,11
377,1,7,8
378,0,6,11
379,0,5,12
380,0,2,9
381,0,10,11
382,0,7,9
383,1,3,9
384,0,2,12
385,0,8,8
386,0,4,9
387,1,8,8
388,0,9,11
389,0,10,10
390,0,4,8
391,0,4,12
392,1,3,12
393,0,5,11
394,0,7,9
395,0,9,11
396,1,3,11
397,0,6,11
398,1,3,12
399,0,6,11
400,0,8,11
401,1,7,8
402,1,3,12
403,0,4,8
404,1,7,9
405,0,2,12
406,1,7,12
407,0,4,12
408,0,9,9
409,0,10,10
410,0,8,12
411,0,4,8
412,0,6,11
413,1,10,11
414,0,4,11
415,1,3,10
416,0,7,8
417,1,6,11
418,0,8,10
419,1,3,12
420,0,6,8
421,0,3,9
422,0,2,8
423,0,6,10
424,0,6,11
425,0,4,9
426,0,5,11
427,0,7,8
428,1,7,12
429,0,2,12
430,1,2,11
431,0,1,9
432,0,3,9
433,0,6,12
434,0,8,12
435,1,1,11
436,0,7,10
437,1,5,9
438,0,10,11
439,1,1,12
440,0,1,11
441,0,3,9
442,0,8,8
443,0,8,11
444,0,10,12
445,1,1,8
446,1,2,10
447,1,4,9
448,1,7,9
449,0,6,12
450,0,2,8
451,0,10,10
452,0,3,11
453,1,2,9
454,1,10,9
455,1,10,9
456,1,9,12
457,1,9,10
458,0,8,10
459,0,2,10
460,0,4,12
461,0,9,12
462,1,10,9
463,0,8,11
464,0,4,8
465,1,7,10
466,0,2,8
467,1,2,11
468,0,8,9
469,0,2,9
470,0,10,12
471,1,4,9
472,0,1,9
473,0,4,9
474,0,9,8
475,1,8,12
476,0,6,9
477,1,1,9
478,1,8,10
479,0,9,8
480,0,8,8
481,0,5,8
482,1,7,8
483,0,2,10
484,0,3,9
485,0,4,10
486,0,9,8
487,0,8,11
488,0,1,8
489,0,9,9
490,0,2,10
491,0,4,12
492,1,7,11
493,0,3,12
494,0,1,9
495,0,6,9
496,1,6,9
497,1,1,11
498,1,10,11
499,1,3,8
500,0,8,10
501,0,1,11
502,0,6,12
503,0,9,9
504,0,7,9
505,0,3,11
506,0,7,11
507,1,2,11
508,0,4,11
509,1,3,8
510,0,6,9
511,0,9,12
512,0,10,11
513,0,9,12
514,0,7,11
515,0,4,12
516,0,3,11
517,0,7,9
518,0,3,9
519,0,8,9
520,1,2,8
521,1,3,11
522,0,10,10
523,1,9,11
524,1,4,10
525,0,10,12
526,0,7,9
527,0,3,11
528,0,6,12
529,0,4,12
530,0,4,9
531,1,4,11
532,0,4,10
533,1,9,12
534,1,6,12
535,1,7,9
536,0,1,12
537,0,6,10
538,0,9,12
539,0,8,11
540,0,2,10
541,0,7,12
542,1,5,10
543,0,7,8
544,0,10,12
545,0,2,10
546,0,10,8
547,1,10,8
548,0,7,9
549,1,6,12
550,0,9,12
551,0,10,9
552,0,7,8
553,1,10,9
554,0,3,11
555,0,1,8
556,0,7,8
557,0,10,8
558,0,3,12
559,1,5,11
560,0,2,9
561,0,4,9
562,0,9,8
563,1,7,9
564,0,8,10
565,0,6,9
566,0,2,11
567,0,7,8
568,1,5,11
569,0,7,8
570,0,9,8
571,0,5,8
572,1,9,8
573,1,6,10
574,0,3,8
575,0,8,12
576,0,4,9
577,0,4,12
578,0,7,11
579,0,1,10
580,0,8,9
581,1,9,9
582,0,10,11
583,1,8,10
584,0,5,8
585,1,9,8
586,0,4,10
587,1,9,11
588,0,1,8
589,0,4,8
590,1,9,9
591,0,8,11
592,1,9,8
593,1,6,9
594,0,6,11
595,0,2,11
596,0,6,11
597,0,10,11
598,0,10,12
599,0,4,12
600,0,10,10
601,0,1,11
602,1,7,8
603,0,3,9
604,0,3,10
605,0,7,9
606,1,4,11
607,1,3,10
608,0,3,10
609,0,5,9
610,1,1,8
611,0,9,10
612,1,1,11
613,1,7,9
614,0,3,12
615,0,5,8
616,1,5,8
617,0,8,9
618,0,4,12
619,0,8,12
620,0,9,10
621,0,6,12
622,1,3,12
623,0,2,9
624,0,3,12
625,1,6,11
626,0,10,8
627,0,9,11
628,1,4,10
629,0,5,12
630,0,3,9
631,0,5,11
632,1,6,11
633,1,8,8
634,0,2,9
635,1,9,12
636,0,5,11
637,1,4,9
638,0,10,11
639,0,1,10
640,0,2,11
641,0,8,9
642,1,2,11
643,0,2,9
644,0,3,10
645,0,9,8
646,0,4,9
647,0,4,8
648,0,5,10
649,0,9,12
650,0,3,12
651,0,9,12
652,0,7,12
653,1,5,8
654,0,5,10
655,1,2,12
656,0,4,8
657,0,7,11
658,0,5,12
659,1,3,12
660,0,10,9
661,0,3,10
662,1,4,9
663,0,1,9
664,0,10,11
665,0,9,8
666,1,9,10
667,1,7,12
668,0,10,9
669,1,4,10
670,0,1,10
671,1,6,12
672,0,8,10
673,0,6,11
674,1,10,10
675,1,9,10
676,1,5,12
677,0,2,8
678,0,7,10
679,1,2,10
680,1,5,10
681,1,1,10
682,0,6,8
683,1,7,11
684,1,8,9
685,0,8,10
686,1,10,10
687,1,5,12
688,0,4,8
689,0,7,9
690,0,4,12
691,0,7,9
692,1,8,9
693,1,6,10
694,0,1,9
695,0,7,10
696,0,4,9
697,0,8,9
698,1,10,11
699,0,4,11
700,0,2,9
701,0,3,11
702,0,5,11
703,0,2,12
704,0,1,10
705,0,7,9
706,0,6,9
707,1,7,10
708,0,10,8
709,0,4,11
710,0,5,8
711,0,5,9
712,0,7,9
713,0,5,12
714,0,7,8
715,1,10,11
716,0,9,11
717,1,6,9
718,0,5,10
719,0,2,10
720,0,7,12
721,0,8,9
722,1,5,9
723,0,4,12
724,1,4,12
725,0,5,8
726,0,9,9
727,1,3,10
728,0,9,11
729,0,5,12
730,1,9,10
731,0,9,10
732,0,5,11
733,1,4,10
734,0,9,9
735,1,2,9
736,0,1,8
737,1,9,8
738,0,7,9
739,1,6,12
740,0,8,9
741,1,6,10
742,0,3,11
743,0,7,12
744,1,8,8
745,0,5,9
746,1,7,10
747,1,9,11
748,0,4,9
749,0,2,11
750,1,9,12
751,0,3,11
752,0,6,9
753,1,1,10
754,1,7,9
755,0,3,10
756,1,10,10
757,0,8,9
758,0,10,11
759,0,10,10
760,0,10,11
761,0,6,8
762,1,4,9
763,0,7,11
764,0,5,8
765,0,4,12
766,0,2,8
767,1,4,10
768,0,5,8
769,1,2,9
770,0,4,11
771,1,9,12
772,0,10,8
773,1,1,10
774,0,4,10
775,0,10,8
776,0,5,8
777,0,7,12
778,0,9,8
779,0,6,11
780,0,9,8
781,0,5,9
782,1,10,10
783,0,10,11
784,1,4,9
785,0,3,9
786,0,7,9
787,1,2,8
788,0,2,9
789,0,6,10
790,1,10,8
791,0,1,12
792,0,1,9
793,0,3,8
794,0,10,8
795,0,9,10
796,1,4,10
797,0,6,11
798,0,5,12
799,0,3,12
800,1,9,9
801,1,2,11
802,0,9,11
803,0,3,10
804,1,1,9
805,0,2,9
806,1,4,11
807,0,4,8
808,0,7,9
809,0,8,10
810,0,1,8
811,0,3,9
812,0,1,12
813,1,10,11
814,0,8,10
815,1,9,10
816,0,2,8
817,0,7,9
818,0,3,11
819,1,1,11
820,0,5,8
821,0,4,8
822,0,7,8
823,0,1,8
824,0,7,11
825,0,4,8
826,0,2,10
827,0,8,8
828,0,7,8
829,0,5,11
830,1,7,9
831,0,8,12
832,0,10,12
833,0,10,12
834,0,4,12
835,0,9,10
836,1,7,10
837,0,8,8
838,0,3,9
839,0,8,12
840,0,7,12
841,0,8,10
842,0,4,9
843,0,7,11
844,1,6,12
845,1,9,9
846,0,7,12
847,0,8,11
848,0,7,9
849,0,1,9
850,0,7,12
851,1,2,10
852,0,1,11
853,0,10,10
854,0,2,10
855,0,6,9
856,1,1,10
857,1,6,12
858,0,2,10
859,0,1,8
860,0,4,8
861,0,5,9
862,0,3,9
863,0,7,9
864,0,7,9
865,1,7,8
866,1,6,10
867,0,3,8
868,1,4,8
869,0,7,11
870,1,7,10
871,0,3,8
872,0,9,11
873,0,8,11
874,0,4,12
875,0,6,9
876,0,3,11
877,0,2,9
878,0,5,11
879,1,10,10
880,0,3,11
881,0,7,9
882,0,2,11
883,1,2,9
884,0,9,10
885,1,6,12
886,0,3,8
887,0,5,8
888,0,5,11
889,0,7,10
890,0,5,12
891,0,4,11
892,0,1,9
893,0,3,8
894,0,7,8
895,1,10,11
896,0,7,12
897,1,6,9
898,0,3,8
899,1,9,12
900,0,3,8
901,0,6,9
902,1,10,8
903,0,3,9
904,1,7,10
905,0,1,8
906,0,5,11
907,1,10,8
908,0,6,12
909,0,9,8
910,0,9,11
911,0,7,9
912,0,5,8
913,0,9,8
914,1,4,11
915,1,6,10
916,0,2,8
917,1,8,10
918,1,3,8
919,0,8,9
920,0,7,12
921,0,1,12
922,0,5,12
923,0,10,8
924,1,3,9
925,0,2,8
926,0,2,9
927,1,4,11
928,0,2,11
929,0,6,9
930,0,3,12
931,0,3,9
932,0,10,9
933,0,9,10
934,0,9,9
935,0,8,8
936,1,8,12
937,0,3,8
938,0,7,11
939,0,6,12
940,1,6,9
941,0,7,12
942,0,10,12
943,0,1,10
944,1,10,10
945,0,6,12
946,1,8,9
947,0,2,11
948,0,8,12
949,0,8,11
950,0,5,9
951,0,7,9
952,0,8,10
953,0,10,12
954,0,10,9
955,0,7,10
956,0,2,12
957,0,10,9
958,0,8,10
959,0,9,9
960,0,4,9
961,1,3,10
962,1,10,9
963,0,2,12
964,1,1,11
965,0,3,11
966,0,10,10
967,0,4,9
968,0,8,9
969,1,1,10
970,0,5,10
971,0,5,10
972,1,6,8
973,0,1,12
974,1,10,11
975,0,8,12
976,0,9,10
977,0,5,11
978,0,10,11
979,0,10,9
980,0,5,11
981,0,3,11
982,0,10,9
983,1,1,11
984,0,5,9
985,0,6,8
986,0,7,9
987,0,10,9
988,0,10,9
989,1,3,12
990,1,1,11
991,1,7,9
992,0,4,10
993,0,2,9
994,0,2,8
995,0,2,12
996,1,3,11
997,0,7,12
998,0,10,12
999,0,3,11
1000,1,1,12
1001,0,6,11
1002,1,5,10
1003,1,1,9
1004,1,4,10
1005,0,8,11
1006,0,7,9
1007,0,2,10
1008,0,1,8
1009,0,3,10
1010,0,9,11
1011,0,9,8
1012,0,6,9
1013,1,8,12
1014,0,1,8
1015,0,7,9
1016,0,5,9
1017,0,10,8
1018,0,7,11
1019,0,10,11
1020,0,4,10
1021,0,3,9
1022,0,3,10
1023,0,5,11
1024,1,4,9
1025,0,7,8
1026,0,9,12
1027,1,5,10
1028,0,3,11
1029,1,1,9
1030,1,7,11
1031,0,6,12
1032,0,6,9
1033,0,3,11
1034,0,10,9
1035,1,6,11
1036,0,4,10
1037,0,1,10
1038,0,4,9
1039,1,4,12
1040,1,7,10
1041,0,7,8
1042,0,9,10
1043,0,7,11
1044,1,5,11
1045,1,2,12
1046,0,3,12
1047,1,1,10
1048,0,2,12
1049,1,10,12
1050,0,1,10
1051,0,9,10
1052,1,1,11
1053,0,2,12
1054,0,3,9
1055,1,6,9
1056,1,2,12
1057,0,8,11
1058,1,7,9
1059,0,5,11
1060,0,1,9
1061,1,6,10
1062,0,6,8
1063,0,5,8
1064,1,6,12
1065,0,3,8
1066,0,4,10
1067,0,2,10
1068,0,7,9
1069,1,1,9
1070,0,2,10
1071,0,4,8
1072,1,6,12
1073,0,8,11
1074,1,6,9
1075,1,10,9
1076,0,3,9
1077,0,4,10
1078,0,7,8
1079,0,2,11
1080,1,7,8
1081,0,8,8
1082,1,6,10
1083,0,4,11
1084,0,4,11
1085,0,7,9
1086,0,1,12
1087,0,3,12
1088,0,5,8
1089,0,1,8
1090,1,6,11
1091,0,6,12
1092,1,6,9
1093,0,7,8
1094,0,1,11
1095,0,7,8
1096,0,10,10
1097,0,7,12
1098,1,6,10
1099,1,6,10
1100,0,10,12
1101,0,2,12
1102,1,3,12
1103,0,6,9
1104,0,5,10
1105,1,5,8
1106,0,3,12
1107,1,3,11
1108,0,10,9
1109,1,8,9
1110,1,7,10
1111,0,6,10
1112,0,3,11
1113,1,8,11
1114,0,4,9
1115,0,5,9
1116,0,5,9
1117,0,8,11
1118,0,5,8
1119,1,4,11
1120,0,3,9
1121,0,3,10
1122,0,1,10
1123,1,5,8
1124,0,9,8
1125,0,8,9
1126,1,1,10
1127,0,6,11
1128,0,1,10
1129,0,5,9
1130,0,7,9
1131,0,9,12
1132,0,8,10
1133,0,10,9
1134,0,5,8
1135,0,5,8
1136,0,10,8
1137,1,3,11
1138,1,4,10
1139,1,3,9
1140,1,3,11
1141,0,3,12
1142,0,6,12
1143,0,9,11
1144,0,3,9
1145,0,9,12
1146,1,6,11
1147,0,6,8
1148,0,1,10
1149,0,1,10
1150,0,1,11
1151,1,6,8
1152,1,6,8
1153,1,3,12
1154,0,2,8
1155,0,10,9
1156,0,7,11
1157,0,1,10
1158,1,5,8
1159,0,3,10
1160,1,9,10
1161,0,1,8
1162,0,8,9
1163,0,1,8
1164,0,9,8
1165,0,2,8
1166,1,9,10
1167,0,5,11
1168,0,6,9
1169,0,6,10
1170,0,3,12
1171,0,9,9
1172,0,3,9
1173,0,2,8
1174,0,3,8
1175,1,6,12
1176,1,6,12
1177,0,1,8
1178,1,5,9
1179,0,9,11
1180,1,4,9
1181,0,10,12
1182,0,4,10
1183,0,2,11
1184,0,4,11
1185,1,7,11
1186,0,6,12
1187,1,1,8
1188,1,10,10
1189,0,1,10
1190,0,4,8
1191,1,6,12
1192,0,1,9
1193,1,6,11
1194,0,9,11
1195,1,1,10
1196,0,4,9
1197,0,8,8
1198,0,6,9
1199,0,5,8
1200,1,5,10
1201,1,8,11
1202,0,4,8
1203,1,6,11
1204,0,2,8
1205,0,6,11
1206,0,1,8
1207,0,8,12
1208,1,7,10
1209,0,3,8
1210,1,9,11
1211,0,6,10
1212,0,6,9
1213,0,4,10
1214,0,4,11
1215,0,7,8
1216,0,1,10
1217,0,5,9
1218,1,4,11
1219,1,8,10
1220,0,9,11
1221,0,6,8
1222,0,3,12
1223,0,6,9
1224,1,2,12
1225,0,6,12
1226,0,7,8
1227,0,7,9
1228,1,1,8
1229,0,9,12
1230,1,3,8
1231,0,9,8
1232,0,3,12
1233,0,9,12
1234,1,10,9
1235,0,9,12
1236,0,2,8
1237,1,5,10
1238,0,5,11
1239,0,7,8
1240,0,2,8
1241,0,4,11
1242,0,5,12
1243,0,8,10
1244,1,7,10
1245,1,9,8
1246,1,8,12
1247,0,7,9
1248,1,8,11
1249,0,3,10
1250,0,7,12
1251,0,7,12
1252,1,10,10
1253,0,4,12
1254,0,8,8
1255,0,5,12
1256,1,2,8
1257,0,5,10
1258,0,7,12
1259,1,3,9
1260,0,4,9
1261,0,8,10
1262,1,6,9
1263,1,1,11
1264,0,8,12
1265,0,4,11
1266,0,8,8
1267,0,1,10
1268,0,5,10
1269,0,5,9
1270,1,3,12
1271,0,5,9
1272,1,5,10
1273,0,4,11
1274,0,7,10
1275,0,10,8
1276,0,1,8
1277,0,8,9
1278,0,9,12
1279,0,8,8
1280,0,10,10
1281,1,10,10
1282,0,5,8
1283,0,8,8
1284,0,10,10
1285,0,5,11
1286,0,3,9
1287,0,3,11
1288,0,9,10
1289,0,6,11
1290,1,4,8
1291,1,6,9
1292,1,1,8
1293,0,4,9
1294,1,6,9
1295,0,5,10
1296,1,2,12
1297,0,6,8
1298,0,1,10
1299,1,4,12
1300,0,7,8
1301,0,6,8
1302,0,9,10
1303,0,10,11
1304,1,2,12
1305,0,5,10
1306,0,7,11
1307,1,6,11
1308,0,1,10
1309,0,9,9
1310,0,10,10
1311,0,10,9
1312,0,4,10
1313,0,4,12
1314,0,1,12
1315,0,7,11
1316,1,10,10
1317,0,7,12
1318,0,2,11
1319,1,3,12
1320,0,9,9
1321,1,1,10
1322,1,7,12
1323,1,4,8
1324,0,10,11
1325,0,4,8
1326,0,6,8
1327,1,3,12
1328,0,9,8
1329,0,8,12
1330,0,10,10
1331,0,9,12
1332,0,4,9
1333,0,1,10
1334,0,6,10
1335,0,4,8
1336,0,10,12
1337,0,1,11
1338,0,1,10
1339,0,5,9
1340,0,4,8
1341,0,5,9
1342,0,5,8
1343,0,6,11
1344,0,3,12
1345,0,10,9
1346,1,8,8
1347,0,4,9
1348,1,10,9
1349,0,5,9
1350,1,9,8
1351,0,9,11
1352,1,2,9
1353,0,3,9
1354,0,7,11
1355,0,4,12
1356,0,4,11
1357,1,6,9
1358,0,8,9
1359,0,10,8
1360,1,7,11
1361,0,1,10
1362,1,7,11
1363,0,7,8
1364,0,6,10
1365,1,7,9
1366,1,5,9
1367,0,4,12
1368,1,5,11
1369,1,1,10
1370,1,3,8
1371,1,10,11
1372,0,5,8
1373,0,2,12
1374,0,6,12
1375,0,8,12
1376,1,9,12
1377,0,7,8
1378,1,5,8
1379,0,8,8
1380,0,5,8
1381,0,4,9
1382,0,9,8
1383,0,4,10
1384,1,4,12
1385,1,5,10
1386,0,5,10
1387,0,10,8
1388,0,7,10
1389,0,4,8
1390,1,6,11
1391,1,5,11
1392,0,5,11
1393,1,4,9
1394,0,8,8
1395,0,9,9
1396,1,9,10
1397,1,1,8
1398,0,7,11
1399,1,7,12
1400,1,9,8
1401,0,6,10
1402,0,8,10
1403,1,3,9
1404,0,10,9
1405,0,2,10
1406,1,6,8
1407,1,8,9
1408,0,8,10
1409,0,10,9
1410,0,6,9
1411,0,4,11
1412,0,3,9
1413,1,2,11
1414,1,5,8
1415,0,5,9
1416,1,1,9
1417,1,4,10
1418,1,7,12
1419,0,2,12
1420,0,9,11
1421,0,7,10
1422,0,9,11
1423,0,1,10
1424,0,3,8
1425,0,7,11
1426,1,2,10
1427,0,8,11
1428,0,3,9
1429,0,9,8
1430,0,2,10
1431,0,8,11
1432,1,5,11
1433,1,7,11
1434,1,3,8
1435,1,3,12
1436,0,1,12
1437,0,7,8
1438,0,1,10
1439,0,8,8
1440,1,9,8
1441,0,7,12
1442,1,1,9
1443,1,10,8
1444,1,5,9
1445,0,9,9
1446,1,6,12
1447,0,8,12
1448,0,8,12
1449,0,3,12
1450,0,1,10
1451,0,5,12
1452,0,3,9
1453,0,4,8
1454,0,6,11
1455,0,3,11
1456,0,8,12
1457,1,2,11
1458,0,7,8
1459,0,2,12
1460,0,4,8
1461,0,7,8
1462,1,5,8
1463,1,9,10
1464,0,9,11
1465,0,7,9
1466,0,7,10
1467,0,4,10
1468,0,2,11
1469,0,6,8
1470,0,2,10
1471,0,9,12
1472,0,6,11
1473,0,7,9
1474,0,10,11
1475,0,7,9
1476,0,2,10
1477,1,1,8
1478,0,4,10
1479,0,1,9
1480,0,3,10
1481,0,8,8
1482,0,4,8
1483,1,1,9
1484,1,3,12
1485,1,6,11
1486,0,9,10
1487,1,4,10
1488,1,4,9
1489,0,2,11
1490,0,9,11
1491,0,4,8
1492,0,2,12
1493,0,6,8
1494,0,3,9
1495,1,3,9
1496,0,6,9
1497,1,7,9
1498,0,3,10
1499,0,2,9
1500,1,2,12
1501,0,9,11
1502,0,10,9
1503,0,6,12
1504,0,10,11
1505,0,10,8
1506,0,3,8
1507,0,10,9
1508,1,8,8
1509,0,1,10
1510,0,3,12
1511,0,10,9
1512,0,10,8
1513,1,1,9
1514,0,10,8
1515,1,2,9
1516,0,1,11
1517,0,10,8
1518,0,5,9
1519,1,8,12
1520,1,7,9
1521,0,10,8
1522,1,5,10
1523,1,5,11
1524,0,1,8
1525,0,9,11
1526,0,8,8
1527,0,1,12
1528,0,2,9
1529,0,10,10
1530,0,2,9
1531,0,7,8
1532,0,2,10
1533,0,6,10
1534,1,5,8
1535,0,9,8
1536,0,6,12
1537,0,9,10
1538,0,5,10
1539,0,9,9
1540,1,4,10
1541,0,6,12
1542,0,10,8
1543,0,2,11
1544,0,6,11
1545,0,5,11
1546,1,3,10
1547,1,4,12
1548,0,10,12
1549,0,2,11
1550,1,10,9
1551,1,9,9
1552,1,10,12
1553,0,1,12
1554,1,7,9
1555,1,3,9
1556,0,8,11
1557,0,3,10
1558,0,7,12
1559,0,10,9
1560,0,7,9
1561,0,4,11
1562,1,8,9
1563,0,7,11
1564,1,4,10
1565,0,7,9
1566,0,8,12
1567,1,8,9
1568,1,5,10
1569,0,2,8
1570,0,10,11
1571,1,1,8
1572,0,8,11
1573,0,1,10
1574,0,8,11
1575,0,2,10
1576,1,1,10
1577,0,5,12
1578,0,7,8
1579,0,6,10
1580,0,6,8
1581,0,6,10
1582,0,4,10
1583,0,5,12
1584,0,4,12
1585,0,8,8
1586,0,5,10
1587,1,7,12
1588,1,5,10
1589,1,5,10
1590,1,3,8
1591,0,10,9
1592,1,10,8
1593,0,1,12
1594,0,3,9
1595,0,7,12
1596,0,8,9
1597,1,8,12
1598,0,8,12
1599,1,5,12
1600,1,8,12
1601,0,7,9
1602,0,1,11
1603,0,2,12
1604,1,2,8
1605,0,10,9
1606,1,2,10
1607,0,6,10
1608,1,10,9
1609,0,8,8
1610,0,2,11
1611,1,9,12
1612,0,10,10
1613,0,7,11
1614,0,10,10
1615,0,1,8
1616,0,6,10
1617,0,7,8
1618,0,7,9
1619,0,4,11
1620,0,8,10
1621,1,2,11
1622,1,6,8
1623,0,4,9
1624,0,4,9
1625,0,7,9
1626,1,7,8
1627,0,4,11
1628,1,7,9
1629,0,5,8
1630,0,2,12
1631,0,9,9
1632,0,3,9
1633,0,1,9
1634,0,8,9
1635,1,7,11
1636,0,9,9
1637,0,10,8
1638,1,1,11
1639,0,3,10
1640,1,3,11
1641,0,7,9
1642,0,2,11
1643,0,9,8
1644,1,9,10
1645,1,3,8
1646,1,9,11
1647,0,8,8
1648,0,6,11
1649,0,8,11
1650,0,3,10
1651,0,9,9
1652,0,10,10
1653,0,8,12
1654,1,6,12
1655,1,4,12
1656,0,10,12
1657,1,6,10
1658,0,9,11
1659,0,6,10
1660,0,9,8
1661,0,3,11
1662,0,6,10
