process_id,arrival_time,priority,burst_time
222,11,2,8
223,89,3,12
224,89,1,3
225,59,2,14
226,4,1,4
227,85,4,14
228,93,5,2
229,0,4,4
230,56,1,19
231,94,2,13
232,45,1,10
233,71,5,9
234,97,3,11
235,98,2,12
236,21,4,13
237,34,3,7
238,29,4,20
239,42,3,14
240,7,4,6
241,94,5,19
242,30,3,6
243,76,2,8
244,75,3,1
245,39,4,4
246,57,2,14
247,49,5,14
248,44,4,4
249,21,2,3
250,94,4,7
251,41,4,17
252,71,4,13
253,92,4,2
254,34,3,20
255,15,1,17
256,22,1,3
257,45,5,8
258,36,3,9
259,40,4,11
260,90,4,4
261,52,5,6
262,9,4,1
263,19,3,1
264,69,4,12
265,54,2,7
266,12,5,12
267,26,4,18
268,35,1,10
269,24,4,4
270,52,5,8
271,98,5,10
272,43,4,16
273,23,4,15
274,50,5,14
275,18,4,7
276,64,3,10
277,71,5,13
278,90,5,4
279,53,3,9
280,32,3,10
281,78,4,3
282,83,2,5
283,26,5,18
284,3,2,9
285,37,4,1
286,21,3,10
287,23,3,20
288,76,5,10
289,18,5,20
290,34,3,3
291,92,5,12
292,6,2,16
293,70,3,11
294,19,3,18
295,60,4,1
296,77,3,10
297,39,3,13
298,64,4,17
299,60,3,6
300,12,4,18
301,40,4,4
302,4,3,4
303,42,4,14
304,100,5,10
305,58,4,8
306,94,3,6
307,21,3,8
308,0,1,5
309,35,5,13
310,77,5,19
311,21,4,18
312,68,5,7
313,98,2,15
314,93,3,11
315,69,2,9
316,41,1,7
317,70,3,16
318,91,4,16
319,45,5,20
320,32,5,12
321,65,2,10
322,95,5,7
323,71,5,13
324,96,4,13
325,67,4,19
326,87,5,1
327,25,4,2
328,26,2,2
329,78,2,6
330,22,4,12
331,76,4,13
332,11,3,19
333,30,3,14
334,97,4,11
335,79,4,7
336,3,5,8
337,70,4,13
338,46,4,4
339,47,3,17
340,14,3,17
341,75,4,5
342,5,4,14
343,86,2,2
344,79,3,8
345,80,1,3
346,60,4,8
347,34,2,17
348,65,3,12
349,38,5,7
350,50,5,12
351,59,4,11
352,18,5,16
353,29,4,3
354,63,5,7
355,21,2,2
356,26,4,6
357,12,3,1
358,23,3,14
359,17,5,4
360,30,5,8
361,36,3,14
362,7,4,8
363,74,4,11
364,25,4,7
365,99,3,20
366,10,1,2
367,98,4,9
368,51,4,15
369,1,3,11
370,84,1,8
371,53,1,15
372,82,4,13
373,12,4,15
374,68,5,16
375,3,3,8
376,62,4,16
377,34,4,11
378,49,4,9
379,42,5,1
380,60,3,17
381,4,4,15
382,21,5,16
383,72,5,19
384,19,2,11
385,1,2,20
386,18,3,19
387,69,3,13
388,55,2,11
389,49,5,17
390,91,4,19
391,75,4,12
392,3,4,7
393,74,1,9
394,89,3,5
395,19,2,14
396,85,3,3
397,39,4,11
398,98,3,20
399,44,4,5
400,6,2,2
401,94,1,19
402,62,2,1
403,26,2,1
404,95,5,17
405,97,5,4
406,0,4,10
407,36,5,16
408,54,3,18
409,78,5,20
410,37,3,4
411,36,4,11
412,89,3,11
413,23,3,20
414,96,4,8
415,84,3,5
416,18,4,12
417,74,5,19
418,89,5,19
419,44,2,2
420,31,1,16
421,91,4,2
422,76,5,1
423,11,4,11
424,24,5,7
425,90,4,11
426,88,3,16
427,26,3,5
428,4,4,13
429,92,4,6
430,56,5,17
431,0,2,11
432,20,3,3
433,55,1,9
434,10,2,11
435,5,3,2
436,59,4,3
437,92,5,17
438,9,5,1
439,54,4,4
440,61,4,2
441,84,2,4
442,38,4,4
443,83,3,11
444,96,4,9
445,83,4,8
446,33,3,14
447,68,4,1
448,75,2,2
449,95,3,17
450,46,2,5
451,46,3,6
452,21,4,7
453,49,5,7
454,8,3,12
455,25,4,16
456,99,5,13
457,96,2,19
458,12,1,1
459,65,4,13
460,84,2,5
461,75,2,9
462,20,3,18
463,99,4,13
464,53,4,15
465,29,3,6
466,32,1,8
467,88,4,19
468,7,3,2
469,20,2,2
470,99,4,2
471,67,3,19
472,22,1,4
473,23,2,19
474,9,5,8
475,33,4,12
476,15,2,14
477,13,3,1
478,28,3,11
479,82,4,4
480,28,5,1
481,45,4,19
482,71,1,9
483,69,5,11
484,66,2,11
485,30,3,18
486,2,4,8
487,65,4,6
488,19,3,15
489,58,4,3
490,43,4,1
491,20,1,17
492,28,5,15
493,51,3,14
494,90,3,11
495,40,3,20
496,78,5,18
497,80,3,1
498,94,5,16
499,22,4,11
500,88,4,16
501,35,4,8
502,95,1,20
503,87,4,1
504,97,2,19
505,56,3,4
506,60,3,10
507,18,3,4
508,63,5,4
509,44,3,12
510,42,3,5
511,24,4,5
512,95,2,16
513,44,5,20
514,32,5,20
515,4,4,2
516,40,5,7
517,72,3,10
518,54,3,3
519,52,3,13
520,11,5,3
521,51,4,14
522,96,1,16
523,76,2,19
524,44,3,6
525,100,4,12
526,48,3,12
527,26,3,5
528,2,1,7
529,70,2,6
530,18,5,7
531,30,4,6
532,64,3,5
533,33,3,2
534,21,1,10
535,69,2,12
536,54,5,14
537,25,3,8
538,5,4,8
539,59,2,17
540,29,4,16
541,46,2,7
542,52,3,10
543,47,1,6
544,25,1,4
545,22,2,17
546,82,4,9
547,33,4,2
548,97,2,18
549,52,2,2
550,88,2,7
551,56,4,8
552,13,5,8
553,55,4,1
554,21,1,10
555,24,4,15
556,7,2,12
557,46,1,15
558,33,4,11
559,57,1,1
560,20,2,13
561,29,5,2
562,6,5,10
563,19,3,6
564,54,3,15
565,49,2,14
566,29,4,15
567,77,3,5
568,86,2,17
569,15,2,16
570,40,5,18
571,79,2,20
572,96,2,3
573,54,2,14
574,33,4,16
575,93,5,4
576,20,4,9
577,84,2,10
578,7,2,2
579,40,3,12
580,11,2,10
581,96,3,8
582,50,3,2
583,30,4,15
584,13,1,1
585,70,2,12
586,12,4,18
587,0,2,16
588,99,4,19
589,8,4,19
590,16,4,3
591,83,5,2
592,24,3,1
593,76,1,14
594,97,1,10
595,59,5,6
596,50,4,9
597,40,3,1
598,51,3,14
599,51,2,16
600,62,4,20
601,21,2,12
602,82,4,16
603,63,4,10
604,70,3,20
605,9,5,8
606,50,3,16
607,11,5,5
608,1,3,19
609,28,3,8
610,44,4,12
611,20,4,16
612,50,1,14
613,57,3,17
614,96,3,15
615,15,3,3
616,43,3,14
617,72,2,17
618,19,4,13
619,33,2,2
620,29,4,3
621,29,4,10
622,30,2,6
623,2,4,11
624,43,4,9
625,33,2,12
626,5,4,17
627,27,4,16
628,40,5,3
629,3,5,6
630,91,3,17
631,51,4,5
632,36,3,13
633,38,2,8
634,30,2,2
635,66,2,4
636,4,3,8
637,84,4,12
638,33,1,5
639,71,1,4
640,12,3,14
641,33,3,6
642,43,3,15
643,30,1,14
644,64,1,12
645,67,3,20
646,89,2,6
647,22,3,1
648,0,5,8
649,73,1,7
650,59,4,19
651,70,4,5
652,49,1,5
653,60,4,12
654,64,2,5
655,66,2,11
656,61,2,3
657,96,4,1
658,17,1,4
659,56,3,2
660,14,3,10
661,84,4,13
662,44,4,3
663,84,4,4
664,89,5,20
665,43,3,1
666,46,1,15
667,57,5,18
668,28,1,10
669,13,5,4
670,54,4,3
671,4,2,15
672,60,3,20
673,33,4,17
674,1,3,1
675,21,4,17
676,21,1,4
677,12,4,2
678,29,2,1
679,59,3,12
680,54,4,9
681,23,5,19
682,90,2,11
683,66,4,2
684,53,1,4
685,53,5,7
686,35,3,6
687,41,2,8
688,28,4,9
689,56,1,4
690,13,5,3
691,64,5,3
692,26,5,3
693,82,3,3
694,87,3,17
695,55,5,20
696,59,5,13
697,6,5,20
698,79,5,9
699,33,4,13
700,26,1,9
701,75,4,20
702,67,5,18
703,100,2,13
704,95,3,16
705,66,3,20
706,96,4,4
707,33,4,1
708,77,1,3
709,37,4,9
710,59,3,5
711,49,4,11
712,33,4,6
713,15,3,17
714,56,2,12
715,17,1,3
716,13,4,19
717,54,4,10
718,68,3,4
719,32,5,9
720,22,1,3
721,89,5,5
722,77,2,9
723,66,4,6
724,59,3,15
725,17,2,10
726,49,3,7
727,30,4,15
728,60,4,7
729,95,4,10
730,63,3,4
731,24,5,3
732,35,1,8
733,82,2,1
734,74,5,5
735,25,4,14
736,35,4,4
737,45,4,14
738,22,2,18
739,99,3,15
740,82,4,13
741,89,3,4
742,11,4,7
743,12,5,3
744,19,3,6
745,3,5,3
746,55,4,6
747,33,5,5
748,28,3,3
749,78,5,13
750,19,4,12
751,38,4,1
752,8,5,12
753,53,5,4
754,42,3,11
755,79,2,10
756,14,1,5
757,96,5,1
758,64,2,16
759,21,5,5
760,100,3,12
761,58,3,20
762,56,5,5
763,23,4,1
764,13,1,19
765,54,5,5
766,77,1,1
767,93,4,18
768,97,5,5
769,10,3,18
770,84,5,5
771,31,2,4
772,53,3,8
773,49,5,7
774,22,5,9
775,75,4,3
776,91,3,4
777,38,2,3
778,81,5,16
779,38,2,11
780,5,4,9
781,12,3,17
782,67,4,2
783,18,2,12
784,95,4,9
785,3,5,12
786,84,3,12
787,91,4,1
788,24,2,13
789,62,5,8
790,62,4,10
791,12,2,6
792,95,5,14
793,4,5,16
794,98,4,2
795,22,5,1
796,98,5,3
797,89,4,16
798,14,5,15
799,64,1,16
800,24,2,7
801,31,4,14
802,43,4,2
803,91,2,4
804,39,3,20
805,28,3,20
806,2,5,5
807,33,3,14
808,79,4,6
809,6,4,13
810,54,3,6
811,21,5,17
812,71,5,5
813,0,3,7
814,77,3,3
815,22,2,14
816,44,5,7
817,35,2,8
818,74,5,13
819,1,3,12
820,55,4,17
821,54,3,12
822,82,4,14
823,75,4,5
824,21,5,5
825,35,3,14
826,26,3,5
827,54,4,3
828,47,1,17
829,18,4,3
830,60,1,15
831,33,5,10
832,62,5,16
833,58,4,3
834,35,4,19
835,6,1,14
836,21,2,2
837,16,5,16
838,87,1,7
839,18,3,4
840,15,1,10
841,9,4,10
842,77,4,5
843,86,1,17
844,91,1,15
845,76,3,18
846,77,4,3
847,34,3,6
848,68,2,10
849,19,1,2
850,68,4,8
851,82,5,15
852,44,3,8
853,91,5,10
854,53,2,12
855,83,3,15
856,99,4,20
857,23,5,5
858,97,3,5
859,4,5,7
860,46,3,15
861,70,2,18
862,77,1,16
863,89,2,16
864,95,1,13
865,44,5,20
866,78,1,11
867,22,5,1
868,15,4,17
869,73,2,8
870,78,3,18
871,18,4,4
872,13,4,12
873,63,3,13
874,36,2,13
875,56,2,18
876,53,3,18
877,89,4,7
878,26,5,17
879,42,2,18
880,15,3,14
881,3,3,4
882,8,4,20
883,56,3,16
884,46,3,2
885,89,5,10
886,67,1,3
887,79,1,9
888,38,2,20
889,38,4,9
890,11,2,11
891,77,3,2
892,55,4,9
893,3,3,5
894,26,3,10
895,81,5,10
896,45,3,10
897,46,1,6
898,64,4,19
899,5,5,15
900,92,2,7
901,77,4,1
902,41,1,16
903,24,3,13
904,58,5,15
905,83,3,2
906,41,3,1
907,76,2,6
908,7,2,5
909,15,1,16
910,98,1,6
911,9,5,3
912,52,4,13
913,64,1,16
914,95,1,6
915,64,5,13
916,33,4,13
917,20,2,17
918,66,5,13
919,80,4,1
920,8,3,17
921,49,2,1
922,20,1,11
923,12,3,4
924,68,2,18
925,43,3,4
926,25,4,12
927,16,3,17
928,47,3,13
929,22,5,8
930,39,4,16
931,52,5,13
932,49,3,1
933,86,3,17
934,5,4,15
935,54,2,16
936,1,5,3
937,0,3,20
938,52,5,20
939,25,3,5
940,9,4,7
941,26,3,3
942,89,4,3
943,45,3,19
944,16,4,2
945,9,3,6
946,91,1,13
947,44,5,14
948,69,1,11
949,35,1,12
950,71,5,5
951,34,5,12
952,86,1,19
953,77,2,5
954,60,4,10
955,12,1,14
956,60,3,12
957,1,5,11
958,45,4,15
959,5,4,19
960,94,2,11
961,46,4,14
962,54,5,5
963,8,5,8
964,73,4,19
965,30,4,5
966,92,4,11
967,69,1,15
968,34,1,3
969,77,4,8
970,65,4,7
971,35,5,9
972,40,3,9
973,67,4,15
974,79,3,1
975,10,4,2
976,55,1,5
977,86,3,10
978,92,5,5
979,53,1,9
980,43,3,3
981,37,3,16
982,11,3,8
983,44,4,19
984,8,3,9
985,31,4,8
986,20,4,4
987,17,3,1
988,81,5,19
989,33,3,5
990,67,2,13
991,98,3,2
992,10,5,10
993,63,5,6
994,39,4,19
995,54,2,1
996,51,3,2
997,51,5,5
998,13,2,2
999,8,3,14
1000,32,3,14
1001,53,3,19
1002,61,2,18
1003,20,2,2
1004,66,1,11
1005,97,3,4
1006,39,2,7
1007,30,2,8
1008,54,3,12
1009,38,3,1
1010,25,3,14
1011,48,4,5
1012,27,1,10
1013,25,1,3
1014,28,3,13
1015,22,3,15
1016,97,5,8
1017,12,1,20
1018,11,5,3
1019,86,2,14
1020,7,4,1
1021,71,4,13
1022,24,4,7
1023,48,2,3
1024,71,5,4
1025,14,1,18
1026,79,3,9
1027,85,5,18
1028,2,4,1
1029,15,3,20
1030,41,2,7
1031,100,3,10
1032,81,3,15
1033,90,5,17
1034,86,2,11
1035,85,5,12
1036,33,5,11
1037,89,3,1
1038,98,5,9
1039,59,5,4
1040,87,3,10
1041,13,3,6
1042,41,3,13
1043,83,4,14
1044,78,4,2
1045,48,4,15
1046,74,5,4
1047,67,3,12
1048,0,5,17
1049,14,4,1
1050,88,1,19
1051,14,2,4
1052,9,4,19
1053,45,5,5
1054,75,2,20
1055,70,5,4
1056,0,2,20
1057,50,5,18
1058,14,2,17
1059,39,4,18
1060,12,4,7
1061,55,2,20
1062,92,3,7
1063,7,2,19
1064,40,5,2
1065,64,4,7
1066,62,4,4
1067,76,4,2
1068,17,5,9
1069,56,4,9
1070,66,3,15
1071,19,4,1
1072,48,4,20
1073,14,3,11
1074,13,1,19
1075,39,5,1
1076,96,1,17
1077,39,3,6
1078,93,4,12
1079,77,2,13
1080,92,3,19
1081,82,2,5
1082,60,2,15
1083,96,4,1
1084,44,3,14
1085,22,1,17
1086,38,5,7
1087,60,3,3
1088,9,3,11
1089,41,4,16
1090,86,4,16
1091,25,3,17
1092,61,4,14
1093,92,5,2
1094,39,4,11
1095,44,3,18
1096,49,2,2
1097,28,3,14
1098,77,3,13
1099,42,5,12
1100,54,4,1
1101,35,4,18
1102,75,4,3
1103,44,3,10
1104,48,5,9
1105,14,1,9
1106,49,3,18
1107,76,3,15
1108,2,2,10
1109,5,1,16
1110,78,3,10
1111,7,5,12
1112,81,4,1
1113,84,2,18
1114,14,5,13
1115,94,4,14
1116,17,5,19
1117,4,2,19
1118,69,5,4
1119,87,1,15
1120,55,3,4
1121,8,3,1
1122,48,3,20
1123,0,4,17
1124,80,4,1
1125,43,3,20
1126,28,1,2
1127,20,1,17
1128,99,3,4
1129,93,5,7
1130,42,4,11
1131,42,3,12
1132,67,5,20
1133,60,5,1
1134,33,5,17
1135,58,2,15
1136,44,2,10
1137,82,2,9
1138,57,5,16
1139,27,5,18
1140,44,4,3
1141,41,4,13
1142,47,3,2
1143,6,5,7
1144,31,4,18
1145,51,3,5
1146,34,2,8
1147,17,4,4
1148,52,1,14
1149,13,4,1
1150,61,3,10
1151,99,4,20
1152,64,3,14
1153,81,3,6
1154,1,5,3
1155,11,2,18
1156,98,1,16
1157,55,2,11
1158,16,2,14
1159,95,5,14
1160,77,2,14
1161,51,4,14
1162,4,4,18
1163,87,4,8
1164,13,4,1
1165,63,2,6
1166,59,2,17
1167,83,3,7
1168,60,2,4
1169,25,4,10
1170,68,3,10
1171,47,4,9
1172,8,4,12
1173,80,4,15
1174,80,3,18
1175,47,5,7
1176,72,1,11
1177,65,4,7
1178,65,5,13
1179,44,4,14
1180,90,2,5
1181,33,5,6
1182,8,5,8
1183,74,5,9
1184,14,4,15
1185,53,5,14
1186,64,5,1
1187,14,5,11
1188,10,4,7
1189,86,5,12
1190,77,2,4
1191,94,5,10
1192,30,3,14
1193,59,4,17
1194,44,1,17
1195,61,1,6
1196,69,3,13
1197,6,4,9
1198,30,5,17
1199,17,5,13
1200,61,4,15
1201,31,4,5
1202,15,1,5
1203,14,4,4
1204,90,4,19
1205,16,4,2
1206,42,4,6
1207,74,2,11
1208,3,4,17
1209,18,4,12
1210,60,4,4
1211,18,5,16
1212,62,4,3
1213,98,3,12
1214,2,3,14
1215,49,2,2
1216,46,4,1
1217,21,1,1
1218,4,4,1
1219,27,5,19
1220,38,4,11
1221,78,3,18
1222,66,2,10
1223,23,1,1
1224,48,2,16
1225,84,5,12
1226,26,3,20
1227,56,1,5
1228,40,4,6
1229,85,4,9
1230,100,3,2
1231,40,4,18
1232,9,1,17
1233,76,2,18
1234,28,4,3
1235,49,3,7
1236,9,3,11
1237,37,5,3
1238,9,2,16
1239,91,1,7
1240,39,2,8
1241,24,4,13
1242,11,2,9
1243,14,3,12
1244,9,4,2
1245,79,3,17
1246,40,4,9
1247,26,4,6
1248,73,3,20
1249,41,3,4
1250,49,5,3
1251,28,3,15
1252,39,4,5
1253,19,5,13
1254,26,2,14
1255,57,2,16
1256,85,2,14
1257,91,2,5
1258,40,4,18
1259,78,2,3
1260,38,1,13
1261,86,3,5
1262,77,4,8
1263,87,3,13
1264,99,3,19
1265,62,3,13
1266,4,5,8
1267,49,4,8
1268,56,3,6
1269,1,2,3
1270,74,2,15
1271,86,3,10
1272,71,5,10
1273,34,2,20
1274,0,5,7
1275,87,5,17
1276,45,2,6
1277,82,1,2
1278,95,2,17
1279,2,1,12
1280,3,4,18
1281,95,4,1
1282,52,3,13
1283,78,5,1
1284,36,5,8
1285,43,4,16
1286,38,4,16
1287,52,5,7
1288,25,4,16
1289,30,4,11
1290,19,4,20
1291,98,3,6
1292,52,5,10
1293,67,4,13
1294,46,1,13
1295,95,1,2
1296,35,2,7
1297,45,2,11
1298,28,2,5
1299,36,2,4
1300,55,5,12
1301,18,3,18
1302,67,3,20
1303,54,4,11
1304,99,1,7
1305,78,2,19
1306,64,4,19
1307,34,3,15
1308,82,2,4
1309,53,4,13
1310,24,3,19
1311,85,2,12
1312,71,1,6
1313,7,3,7
1314,47,2,17
1315,89,2,20
1316,26,4,6
1317,2,4,6
1318,100,2,5
1319,70,2,5
1320,23,3,7
1321,80,1,8
1322,78,2,12
1323,14,4,2
1324,0,3,1
1325,35,3,20
1326,58,4,12
1327,33,5,6
1328,70,1,15
1329,69,4,17
1330,46,5,8
1331,32,2,9
1332,61,2,14
1333,10,5,1
1334,15,4,13
1335,74,1,12
1336,72,5,17
1337,97,3,17
1338,35,4,11
1339,4,5,8
1340,79,1,17
1341,47,5,7
1342,11,4,13
1343,67,4,3
1344,96,4,8
1345,15,4,19
1346,13,4,16
1347,40,2,19
1348,64,4,10
1349,26,1,13
1350,35,4,18
1351,100,4,8
1352,18,4,18
1353,58,4,8
1354,95,1,8
1355,14,4,12
1356,42,1,6
1357,66,4,6
1358,47,5,3
1359,40,4,1
1360,37,1,5
1361,27,5,5
1362,97,4,3
1363,98,2,8
1364,74,2,13
1365,47,1,11
1366,81,4,12
1367,40,4,8
1368,63,1,13
1369,75,4,11
1370,53,4,4
1371,28,5,16
1372,86,2,1
1373,71,2,10
1374,62,2,11
1375,50,4,6
1376,45,5,18
1377,10,2,15
1378,34,4,10
1379,82,4,15
1380,62,4,4
1381,80,2,12
1382,53,3,8
1383,77,4,13
1384,58,1,13
1385,11,4,3
1386,100,2,18
1387,90,1,17
1388,9,2,7
1389,50,4,18
1390,82,3,5
1391,81,1,7
1392,64,5,20
1393,69,1,16
1394,50,3,2
1395,86,4,19
1396,11,4,18
1397,73,5,5
1398,47,5,12
1399,75,2,13
1400,2,5,6
1401,30,2,9
1402,53,5,7
1403,83,1,14
1404,60,4,20
1405,39,5,13
1406,91,2,7
1407,61,5,2
1408,30,5,4
1409,77,3,11
1410,31,2,20
1411,1,4,12
1412,82,4,7
1413,89,2,3
1414,45,4,12
1415,90,5,8
1416,54,4,9
1417,69,3,11
1418,75,3,1
1419,91,4,3
1420,30,5,17
1421,56,3,9
1422,96,3,6
1423,72,5,1
1424,24,5,20
1425,80,3,4
1426,27,1,14
1427,47,5,7
1428,32,4,1
1429,99,4,3
1430,75,4,15
1431,46,2,5
1432,70,5,6
1433,96,4,16
1434,94,4,2
1435,36,2,18
1436,42,2,2
1437,63,2,7
1438,63,5,1
1439,48,4,16
1440,75,4,20
1441,43,5,18
1442,63,2,12
1443,63,5,13
1444,9,3,14
1445,10,3,14
1446,89,2,11
1447,58,3,2
1448,25,5,20
1449,60,4,3
1450,87,5,1
1451,91,3,1
1452,51,3,6
1453,81,4,6
1454,41,2,10
1455,52,5,10
1456,74,4,1
1457,95,3,12
1458,30,5,16
1459,15,5,6
1460,37,5,7
1461,8,4,6
1462,6,3,12
1463,97,4,5
1464,86,5,2
1465,18,5,8
1466,50,3,9
1467,25,3,5
1468,83,5,6
1469,38,4,16
1470,36,5,8
1471,48,1,8
1472,18,4,7
1473,60,4,14
1474,72,4,3
1475,19,4,8
1476,0,3,5
1477,28,1,3
1478,94,2,18
1479,45,3,10
1480,57,2,18
1481,6,3,5
1482,19,4,12
1483,88,3,18
1484,93,3,19
1485,21,5,17
1486,24,2,1
1487,59,4,13
1488,30,2,5
1489,96,3,13
1490,0,4,18
1491,57,3,10
1492,54,4,6
1493,64,3,15
1494,5,4,18
1495,53,4,12
1496,92,2,13
1497,44,2,8
1498,5,4,17
1499,67,4,17
1500,39,3,9
1501,96,3,14
1502,98,5,3
1503,26,4,9
1504,53,2,14
1505,15,3,5
1506,46,4,9
1507,60,4,6
1508,41,2,12
1509,60,3,6
1510,61,2,5
1511,86,5,18
1512,74,3,9
1513,38,4,20
1514,47,4,17
1515,1,3,9
1516,8,5,7
1517,15,4,12
1518,5,3,19
1519,58,5,14
1520,72,5,10
1521,71,4,13
1522,88,3,13
1523,58,4,3
1524,2,3,15
1525,52,5,5
1526,96,4,15
1527,74,2,9
1528,17,1,7
1529,97,4,10
1530,53,4,4
1531,52,2,18
1532,88,5,13
1533,99,4,16
1534,31,5,15
1535,91,2,17
1536,6,5,1
1537,76,1,17
1538,96,2,8
1539,30,2,5
1540,90,4,5
1541,87,4,20
1542,59,2,17
1543,30,2,4
1544,51,4,5
1545,47,3,13
1546,8,2,12
1547,44,5,7
1548,14,5,2
1549,67,3,2
1550,79,5,14
1551,1,4,15
1552,96,1,3
1553,35,5,2
1554,23,4,19
1555,50,4,7
1556,34,3,8
1557,28,4,11
1558,9,5,11
1559,47,2,2
1560,33,1,20
1561,24,4,20
1562,97,1,4
1563,17,3,12
1564,10,3,17
1565,16,2,4
1566,81,2,19
1567,42,2,9
1568,34,4,8
1569,79,3,11
1570,45,4,1
1571,8,4,14
1572,59,3,18
1573,32,5,18
1574,60,4,1
1575,20,5,16
1576,94,4,8
1577,56,3,16
1578,82,3,18
1579,19,4,11
1580,87,4,9
1581,6,4,13
1582,28,5,13
1583,44,3,12
1584,73,5,5
1585,3,4,9
1586,61,4,5
1587,26,1,15
1588,76,5,3
1589,56,4,3
1590,7,3,15
1591,82,5,11
1592,38,4,12
1593,57,5,6
1594,6,5,7
1595,92,3,10
1596,78,3,16
1597,95,5,14
1598,59,5,8
1599,7,5,13
1600,100,2,9
1601,24,4,15
1602,40,5,4
1603,22,5,11
1604,82,3,1
1605,43,5,13
1606,41,2,7
1607,27,2,15
1608,46,4,12
1609,86,2,18
1610,19,4,20
1611,65,4,3
1612,59,2,17
1613,70,4,7
1614,55,2,9
1615,18,2,17
1616,29,5,20
1617,89,1,9
1618,42,5,18
1619,85,4,3
1620,67,4,14
1621,28,2,17
1622,22,2,12
1623,71,2,13
1624,35,4,13
1625,92,3,5
1626,70,5,13
1627,58,3,7
1628,26,3,2
1629,10,4,15
1630,42,5,20
1631,19,4,20
1632,3,4,10
1633,93,5,8
1634,77,3,6
1635,34,4,12
1636,65,4,20
1637,74,3,10
1638,49,4,3
1639,14,3,13
1640,1,4,19
1641,87,5,17
1642,87,5,5
1643,48,3,5
1644,92,3,16
1645,14,5,6
1646,64,4,2
1647,66,2,12
1648,73,4,16
1649,35,4,2
1650,84,3,8
1651,95,3,10
1652,5,5,20
1653,17,4,12
1654,15,3,8
1655,64,3,2
1656,6,3,9
1657,53,5,15
1658,66,1,9
1659,37,4,13
1660,82,4,17
1661,90,5,17
1662,80,2,17
